#{"t_start": 1744231185.634812, "env_id": "Humanoid-v5"}
r,l,t
127.46061,27,1319.912091
89.66167,20,1319.961853
222.645123,45,1320.079168
231.72471,46,1320.198268
145.616958,30,1320.271717
132.235379,27,1320.339608
155.509274,31,1320.417765
210.046737,42,1320.525087
162.663191,32,1320.610862
206.417498,41,1320.714974
210.204499,43,1320.827687
160.463858,33,1320.915551
137.750878,28,1320.998639
135.35394,28,1321.077752
198.422777,41,1321.195776
196.084573,39,1321.29649
139.848226,29,1321.368907
145.075203,30,1321.444984
137.76501,28,1321.515246
212.17782,40,1321.629133
149.342817,32,1321.709064
203.295183,40,1321.810103
149.558697,31,1321.891451
143.809904,30,1321.967744
152.614572,33,1322.054086
175.547561,37,1322.151796
198.238215,40,1322.252342
136.889193,29,1322.32411
66.810914,16,1322.366933
215.518922,43,1322.470155
132.909927,28,1322.539306
172.337221,35,1322.629976
160.449888,32,1322.71306
163.198235,35,1322.800701
196.954987,39,1322.901081
233.540152,46,1323.019271
159.425286,34,1323.113676
137.090639,29,1323.186506
169.095904,33,1323.273347
154.092598,32,1323.354222
146.82478,30,1323.456746
238.124865,47,1323.579555
182.863239,36,1323.668943
94.320843,21,1323.721421
159.921674,32,1323.809231
237.505282,46,1323.925858
193.964836,39,1324.024374
211.241698,42,1324.133625
137.095542,28,1324.212006
132.053901,27,1324.286784
187.588663,38,1324.390392
150.514632,31,1324.477408
128.662264,28,1324.546648
158.823893,33,1324.62912
129.361846,28,1324.700357
178.357209,35,1324.793674
137.519356,28,1324.867282
141.713794,30,1324.942291
132.468421,29,1325.028165
151.933555,31,1325.10787
166.074927,33,1325.192998
175.274205,35,1325.280604
205.723147,41,1325.385996
166.760022,33,1325.472218
166.305346,34,1325.567071
60.469622,15,1325.604068
134.440848,28,1325.676858
251.290538,49,1325.807553
137.520532,28,1325.879128
136.574587,29,1325.952072
148.4374,30,1326.031382
129.506593,27,1326.09877
158.897885,32,1326.17943
136.269078,28,1326.249891
177.112109,36,1326.341146
171.23142,35,1326.443848
126.523376,28,1326.51725
121.971857,26,1326.585327
124.722354,26,1326.653631
112.688929,24,1326.712606
154.932944,31,1326.790324
133.783349,29,1326.863043
153.060447,31,1326.943039
209.466204,42,1327.048717
147.222632,30,1327.120281
164.046252,33,1327.203655
240.020356,46,1327.321007
151.508966,31,1327.401862
225.499491,45,1327.533781
155.355953,33,1327.625777
134.250051,28,1327.697258
139.892434,29,1327.769613
117.830515,25,1327.831532
145.671454,30,1327.905988
145.254018,30,1327.987872
172.008791,36,1328.079301
138.12819,28,1328.150436
162.919734,33,1328.234765
213.02785,43,1328.342301
140.051989,30,1328.422969
201.591831,42,1328.532744
146.711859,30,1328.607878
185.15802,37,1328.701786
196.05278,41,1328.829368
64.745917,16,1328.867481
254.848699,50,1328.994819
147.767045,31,1329.077329
211.177248,44,1329.186619
196.565027,39,1329.283413
126.593928,27,1329.353266
147.365298,31,1329.435925
190.727303,40,1329.547906
146.06122,30,1329.627814
205.501459,41,1329.731383
114.640564,24,1329.790502
260.507235,49,1329.917669
132.945053,28,1329.987199
177.086289,35,1330.078847
61.418718,15,1330.118845
135.605202,28,1330.192518
187.997764,37,1330.285908
119.918934,25,1330.348551
154.51414,32,1330.432254
195.179844,40,1330.532921
177.972485,37,1330.63583
168.160959,35,1330.7341
178.075094,35,1330.829089
140.248421,30,1330.90818
179.387685,36,1330.998435
125.558835,27,1331.066478
151.022059,32,1331.147695
83.178009,19,1331.197119
135.533973,29,1331.270529
126.677065,27,1331.340995
200.603152,40,1331.446014
165.705186,34,1331.534004
151.179437,31,1331.612652
65.542477,16,1331.65151
132.285242,27,1331.726612
133.732803,27,1331.793972
214.333546,43,1331.898223
129.521302,28,1331.968751
128.149255,28,1332.03827
241.284373,46,1332.160512
113.125918,25,1332.225064
206.365953,41,1332.32964
159.079489,32,1332.410098
184.442755,36,1332.501044
138.287644,29,1332.57437
155.460692,32,1332.656374
140.335007,30,1332.734242
185.764729,38,1332.832413
199.977343,41,1332.944771
119.455872,26,1333.009788
246.200406,48,1333.132025
131.43958,27,1333.201596
147.961612,30,1333.27835
131.788697,29,1333.352696
200.603664,41,1333.454001
134.87409,28,1333.524317
154.577786,32,1333.609045
130.498276,28,1333.678991
93.237311,21,1333.734122
142.596892,29,1333.817154
183.212247,36,1333.914165
111.09142,24,1333.981283
124.947203,27,1334.077449
132.889221,29,1334.146539
192.019307,41,1334.248142
151.914883,30,1334.321446
190.650322,39,1334.437247
120.623522,25,1334.504774
210.578001,42,1334.610908
152.753898,31,1334.689615
128.199265,27,1334.75783
182.816457,36,1334.851196
140.37773,29,1334.935654
138.172742,29,1335.009199
191.702334,38,1335.106289
131.961384,28,1335.177991
131.486291,28,1335.249298
142.095894,31,1335.326915
157.524447,33,1335.421314
180.38289,36,1335.514426
133.014929,27,1335.581967
122.923224,26,1335.647275
188.924538,39,1335.745022
141.290785,30,1335.82147
224.586197,45,1335.944394
146.434209,30,1336.033192
207.033141,40,1336.153715
174.985736,34,1336.243236
174.116081,35,1336.333986
147.218721,30,1336.407995
144.160701,30,1336.487634
199.427647,39,1336.587472
133.167595,28,1336.659477
137.866931,29,1336.732342
128.779728,26,1336.796873
137.48969,29,1336.86992
128.958608,27,1336.934928
159.296471,34,1337.033608
185.470867,37,1337.129904
107.554421,23,1337.189517
131.845104,27,1337.258729
149.466117,30,1337.3351
135.48899,29,1337.409893
132.121169,28,1337.488997
180.474082,37,1337.586717
136.209041,28,1337.657027
140.063976,29,1337.730264
157.173483,33,1337.813115
126.237723,27,1337.880306
221.209396,44,1337.998647
146.954129,30,1338.076231
146.940464,30,1338.151544
216.164781,43,1338.262807
161.499117,32,1338.343752
158.950899,33,1338.426185
173.15401,35,1338.515272
123.833051,27,1338.586033
131.44562,29,1338.659373
117.669612,25,1338.727261
189.604619,39,1338.830902
131.370183,27,1338.899282
178.37188,37,1338.992038
191.977898,37,1339.084304
224.539408,45,1339.199357
185.204834,38,1339.294768
190.240601,39,1339.417606
129.358134,27,1339.485878
173.12686,36,1339.575929
124.090452,27,1339.651418
193.432169,41,1339.75492
142.071991,31,1339.832546
147.664685,30,1339.908588
185.562456,36,1340.000621
156.884988,33,1340.084411
138.591082,28,1340.156922
158.690112,33,1340.249593
136.504933,28,1340.321783
172.375425,35,1340.412788
149.715576,30,1340.490319
112.129172,24,1340.549488
162.803152,32,1340.631122
126.39817,28,1340.703667
216.478447,42,1340.81291
143.33099,29,1340.88623
149.97547,30,1340.965065
83.545253,19,1341.011788
176.511274,34,1341.098446
215.190038,44,1341.21338
134.567463,28,1341.285308
135.409486,29,1341.358522
135.377994,28,1341.427209
129.155385,27,1341.495541
140.392967,29,1341.576172
133.016518,28,1341.648639
212.648404,42,1341.75829
146.875735,30,1341.832367
151.179628,32,1341.913707
179.848118,35,1342.002055
136.308602,29,1342.074986
138.612651,28,1342.150229
182.014736,37,1342.243529
221.979117,44,1342.358899
174.333085,35,1342.446447
133.638017,28,1342.522679
217.595995,42,1342.630537
164.416648,34,1342.71718
143.935949,30,1342.795674
166.359094,33,1342.878578
58.804801,15,1342.914201
153.79162,32,1342.994658
140.977877,30,1343.088423
258.56871,51,1343.219013
146.704173,31,1343.296279
138.151772,29,1343.371116
178.081646,36,1343.472254
173.764982,35,1343.566252
136.402472,28,1343.636588
64.666713,16,1343.675477
173.292616,35,1343.764326
61.307118,15,1343.799042
184.104103,38,1343.897399
240.260563,48,1344.020601
217.635858,44,1344.133731
139.153336,29,1344.207348
124.933201,26,1344.272027
194.143244,39,1344.369954
136.098687,28,1344.445466
154.22148,31,1344.531243
130.093344,27,1344.599072
183.316361,38,1344.700223
60.884736,15,1344.763187
164.80381,33,1344.845739
114.921994,25,1344.907777
127.246996,26,1344.97518
159.635797,33,1345.061733
153.433824,32,1345.141205
145.386452,30,1345.217451
172.804963,35,1345.312293
130.350209,27,1345.380391
130.195422,28,1345.451697
194.118458,39,1345.55398
174.597778,35,1345.642477
144.809418,30,1345.717898
134.510032,28,1345.790618
132.779537,28,1345.862614
107.370584,23,1345.918901
158.082949,33,1346.006507
113.58632,24,1346.065871
136.724118,29,1346.139337
149.477823,31,1346.219451
134.41765,29,1346.293079
127.847672,27,1346.359217
154.362149,31,1346.447171
136.45521,29,1346.537451
146.983871,30,1346.622569
146.784118,30,1346.706391
162.894124,33,1346.802518
193.319736,39,1346.909979
142.228072,29,1346.991902
189.645418,36,1347.094734
128.276886,28,1347.170805
156.52861,31,1347.257363
83.373882,19,1347.309072
185.014199,37,1347.410398
181.152951,38,1347.506999
66.135096,16,1347.546155
127.892445,27,1347.615621
254.661109,50,1347.750452
176.858772,36,1347.84217
147.966338,30,1347.91859
136.914219,28,1347.987065
143.574476,29,1348.061293
159.158663,33,1348.146497
132.566905,28,1348.215651
132.135,29,1348.290112
129.034235,28,1348.359735
120.292285,26,1348.425874
174.919609,36,1348.5167
126.25184,26,1348.581058
170.418832,34,1348.670944
140.565827,31,1348.748641
146.816426,31,1348.828344
158.869979,33,1348.909898
178.496672,36,1349.000412
134.553089,28,1349.067553
102.765807,22,1349.122696
206.341111,42,1349.233102
133.543427,28,1349.302939
131.93447,29,1349.375714
167.865315,35,1349.463114
67.143588,16,1349.502072
210.0203,41,1349.605363
168.155951,34,1349.69085
191.87505,39,1349.795638
174.778939,34,1349.888245
146.059794,30,1349.968157
139.40185,29,1350.054953
150.037842,31,1350.163655
198.386448,39,1350.269997
125.434612,27,1350.337152
133.075449,28,1350.407305
134.833957,29,1350.478851
153.83829,31,1350.556792
114.566806,24,1350.616687
118.591458,26,1350.681134
174.311996,37,1350.783796
118.790024,25,1350.847859
182.805254,38,1350.944796
209.722403,45,1351.058598
175.394496,35,1351.146827
145.065615,30,1351.22286
212.144161,44,1351.336176
144.96068,29,1351.407353
165.719832,33,1351.48593
91.739285,21,1351.537764
98.674706,21,1351.589153
115.891952,24,1351.648034
174.262897,36,1351.747769
103.02613,23,1351.805163
127.485506,27,1351.871224
141.060099,29,1351.941622
169.002918,34,1352.026128
66.857591,16,1352.064941
135.259649,29,1352.13716
167.952734,35,1352.22284
176.162278,36,1352.310431
117.3215,25,1352.375177
124.785304,27,1352.442771
205.444844,43,1352.548408
132.769884,28,1352.618228
148.283105,30,1352.70265
130.995008,27,1352.772539
68.194325,16,1352.810344
120.508976,26,1352.870286
145.649518,30,1352.946687
104.551352,23,1353.005955
115.229196,24,1353.071629
124.990392,27,1353.146049
170.934033,35,1353.240221
146.152865,30,1353.327187
144.993282,30,1353.401868
108.387985,23,1353.46249
175.648924,36,1353.554317
143.800856,29,1353.626338
160.38442,33,1353.71322
151.284287,31,1353.790466
113.591374,25,1353.852582
157.853791,34,1353.939319
148.751688,30,1354.017346
200.871419,41,1354.12156
113.533253,24,1354.181119
121.988595,25,1354.242617
149.321233,32,1354.322047
132.750133,27,1354.387418
131.043491,28,1354.462298
198.08891,40,1354.568553
141.069486,29,1354.642056
179.939712,37,1354.734623
185.468135,38,1354.829111
238.839132,48,1354.949211
128.576268,27,1355.018298
155.367186,31,1355.098452
151.754685,31,1355.175879
130.239535,28,1355.251262
144.282239,30,1355.356502
144.800265,30,1355.430178
118.117601,26,1355.494191
91.171204,20,1355.55072
169.78419,34,1355.636008
95.968412,21,1355.685527
158.813113,33,1355.768793
150.647099,31,1355.848561
231.78063,48,1355.967836
96.995527,21,1356.023287
143.987106,30,1356.100939
137.050334,28,1356.169666
178.274773,38,1356.272047
137.479341,29,1356.349223
203.691252,41,1356.462071
140.430896,29,1356.542327
174.794784,36,1356.637169
109.703949,23,1356.698882
183.76042,36,1356.791001
169.622242,35,1356.879507
117.61089,25,1356.94105
202.783186,42,1357.045346
152.032067,32,1357.127927
154.579427,32,1357.20788
110.05999,24,1357.26435
123.357663,27,1357.333251
146.930337,31,1357.410416
166.34694,34,1357.494297
176.197344,37,1357.587044
101.456523,22,1357.640857
112.42914,24,1357.70335
208.299126,41,1357.805695
123.94636,27,1357.873107
182.319724,37,1357.966632
127.582507,27,1358.033805
123.08635,26,1358.098663
132.603586,28,1358.168617
188.568213,39,1358.269261
110.246064,24,1358.328773
144.967708,31,1358.412333
101.445452,23,1358.467652
139.98353,29,1358.541494
212.154137,43,1358.649251
144.373425,30,1358.724322
118.168894,25,1358.786567
150.114642,30,1358.863626
62.156247,15,1358.899738
151.265257,32,1358.97931
168.913575,35,1359.066157
142.960256,29,1359.139445
128.900617,27,1359.208794
134.916334,28,1359.281714
141.996213,29,1359.354787
145.778173,30,1359.436495
180.288977,37,1359.534583
138.517569,29,1359.613277
189.019613,39,1359.724736
193.873822,40,1359.847633
125.605755,26,1359.916404
118.580922,26,1359.979418
138.830666,29,1360.052797
144.02364,29,1360.126894
146.247944,30,1360.206284
133.538379,28,1360.281556
145.634848,30,1360.378983
139.53024,29,1360.463529
182.215244,39,1360.575323
150.864263,31,1360.691105
107.450868,24,1360.755641
102.313437,23,1360.813749
140.595183,29,1360.89399
132.46679,27,1360.963776
177.378518,36,1361.060315
140.86759,29,1361.140514
155.266814,33,1361.222924
120.345547,26,1361.275108
140.094379,29,1361.338202
165.625272,34,1361.409906
157.427081,34,1361.485578
191.988543,40,1361.573768
121.993656,26,1361.630402
130.981759,27,1361.687943
127.902179,28,1361.752454
140.078341,30,1361.815457
139.335913,29,1361.875549
83.721303,19,1361.916028
116.509909,25,1361.966908
190.716191,40,1362.055509
112.43888,24,1362.105126
126.762319,27,1362.160637
125.977561,26,1362.216918
124.540189,26,1362.269861
128.219295,27,1362.328079
65.53887,16,1362.359925
170.750535,35,1362.429924
165.717031,36,1362.499155
152.121952,31,1362.564124
112.461481,25,1362.627929
212.282277,42,1362.721403
121.023986,26,1362.773332
119.042559,26,1362.82617
173.387524,35,1362.896281
62.690044,15,1362.925146
178.458215,35,1362.999889
180.561812,37,1363.074864
140.415792,29,1363.131105
184.05872,37,1363.210769
130.430139,27,1363.262602
112.26613,25,1363.309016
122.055433,26,1363.36633
135.356046,28,1363.42305
175.545282,38,1363.505824
160.63434,33,1363.576808
117.073581,24,1363.62729
204.33086,42,1363.726124
170.887787,35,1363.801547
170.723384,34,1363.875932
132.164415,27,1363.934818
98.948467,22,1363.981395
142.679937,29,1364.044171
152.047135,31,1364.114123
209.134573,41,1364.210486
119.1527,26,1364.266643
139.758824,29,1364.331417
119.475578,26,1364.392431
176.113631,35,1364.473976
140.97481,30,1364.545732
97.375546,22,1364.596531
150.335276,31,1364.672825
207.026306,42,1364.773014
216.124055,45,1364.880225
122.588709,26,1364.940926
147.971706,31,1365.014279
165.131384,34,1365.097376
125.786781,26,1365.159285
91.365682,20,1365.21419
162.076202,33,1365.32023
113.621788,25,1365.381143
153.535282,32,1365.465317
100.751657,22,1365.517843
126.071776,27,1365.582872
120.12097,25,1365.646803
176.348329,38,1365.737592
138.920229,30,1365.814996
90.068935,20,1365.871139
107.682547,24,1365.931324
130.028101,27,1366.003577
138.439197,28,1366.070908
111.638301,25,1366.134798
141.675716,29,1366.207602
63.383506,16,1366.246526
151.032861,30,1366.322653
143.613128,29,1366.392206
143.011985,29,1366.462872
102.929927,23,1366.515505
168.755734,35,1366.601856
128.322869,28,1366.674098
170.776962,35,1366.761364
131.959086,27,1366.828916
102.976299,23,1366.88479
176.535054,36,1366.975829
143.305437,30,1367.058322
93.585036,21,1367.110338
114.875188,24,1367.171602
166.814406,35,1367.259809
135.40875,28,1367.328127
146.649956,30,1367.400941
139.375499,29,1367.470262
91.662134,21,1367.519506
137.031345,29,1367.594147
142.363001,30,1367.673586
116.294997,24,1367.735251
142.458473,29,1367.805845
153.013643,31,1367.881679
112.940684,25,1367.946665
139.817198,29,1368.024061
128.989474,28,1368.102665
119.96208,25,1368.168883
135.245904,28,1368.243947
163.447212,35,1368.339568
119.162258,26,1368.405575
161.622636,34,1368.488721
108.418221,23,1368.544454
140.269012,30,1368.620055
94.447452,20,1368.674892
183.519522,38,1368.776345
138.261102,28,1368.851735
125.265195,27,1368.918434
98.361855,21,1368.969158
127.342346,27,1369.050741
123.435286,26,1369.124718
114.898509,24,1369.191772
119.55643,26,1369.260167
110.44852,24,1369.326765
67.454768,16,1369.367295
163.532246,33,1369.460284
215.0026,43,1369.571898
136.122382,28,1369.647271
195.941113,40,1369.754136
62.568292,15,1369.793437
126.106475,26,1369.864268
139.964153,30,1369.944674
115.767927,24,1370.005384
271.864249,53,1370.148312
184.718087,37,1370.245797
156.185042,32,1370.331898
135.961711,28,1370.40726
122.632933,26,1370.477868
139.765711,28,1370.555526
185.492265,37,1370.675205
210.925614,44,1370.78447
131.502533,27,1370.851015
119.453611,25,1370.917284
116.499305,24,1370.976871
111.636696,24,1371.039351
135.614737,28,1371.116657
62.679202,15,1371.152537
121.371922,26,1371.216692
88.931816,20,1371.267859
114.826626,25,1371.330113
135.280176,30,1371.405325
102.656199,23,1371.464232
117.712897,25,1371.526372
132.351659,27,1371.594895
115.89015,25,1371.65491
125.086919,26,1371.720073
132.333056,28,1371.789948
142.753941,30,1371.863871
84.547412,19,1371.911086
149.016307,30,1371.989926
176.542917,38,1372.102033
134.24967,28,1372.172033
67.899339,16,1372.213595
101.942432,22,1372.273223
136.227131,28,1372.346123
220.780262,44,1372.466638
112.298603,25,1372.531778
139.337918,28,1372.601354
133.37518,27,1372.669019
256.632078,51,1372.803651
163.015309,34,1372.888242
138.397613,29,1372.960195
96.761334,21,1373.01373
137.373131,28,1373.099553
151.537783,32,1373.180516
188.935088,38,1373.277649
185.664055,39,1373.375896
98.097248,21,1373.427539
163.952669,34,1373.512656
137.799836,29,1373.587852
147.804795,31,1373.664593
65.780399,16,1373.702969
141.929575,30,1373.783983
108.155465,23,1373.842176
136.653493,28,1373.913055
96.509157,21,1373.964375
96.081155,21,1374.014708
148.038748,30,1374.092557
60.940256,15,1374.133331
101.221955,23,1374.192748
143.498934,30,1374.267808
132.343568,28,1374.338409
143.67936,29,1374.411487
140.353593,29,1374.492291
97.192849,21,1374.548334
92.590059,20,1374.597365
110.324405,24,1374.661365
116.072466,24,1374.720517
111.594851,23,1374.778399
96.921421,21,1374.831848
94.221865,21,1374.883025
131.386148,28,1374.952105
140.150045,29,1375.023795
119.074671,25,1375.092736
108.526948,24,1375.154311
117.36902,24,1375.218807
136.140569,28,1375.288456
118.804419,25,1375.350346
174.842011,37,1375.445165
104.320416,22,1375.503366
103.701669,22,1375.561392
119.374149,26,1375.630175
120.186261,26,1375.700796
179.653495,38,1375.794122
173.316718,34,1375.912258
219.312382,45,1376.023438
129.720511,27,1376.092933
91.641298,20,1376.140656
190.22614,39,1376.241459
115.030653,25,1376.302087
146.646206,30,1376.377093
128.594705,28,1376.446492
163.083432,34,1376.532013
131.354402,27,1376.599761
136.86342,28,1376.670156
120.970174,26,1376.73401
140.434547,29,1376.807559
110.455186,24,1376.864855
121.542975,26,1376.929659
190.938734,38,1377.024593
145.298179,30,1377.102133
118.698987,26,1377.17331
98.531458,22,1377.227138
186.722952,38,1377.326778
140.962939,29,1377.399863
144.726499,30,1377.471961
160.098375,32,1377.551864
122.153145,25,1377.614489
102.657643,23,1377.671731
94.379888,21,1377.723874
121.322564,26,1377.79004
102.28119,22,1377.845398
93.385592,20,1377.89501
213.563929,42,1377.998116
160.448297,33,1378.083223
139.165733,29,1378.158369
136.867889,29,1378.231123
130.905245,27,1378.298791
113.297027,25,1378.361445
139.902626,29,1378.433654
88.440743,20,1378.481564
132.191875,29,1378.553537
116.394259,25,1378.619182
103.106132,23,1378.688287
202.486566,41,1378.810024
136.240788,29,1378.890948
121.841801,26,1378.959709
105.208859,23,1379.015717
130.065332,28,1379.089083
137.579782,29,1379.168242
143.372583,30,1379.245574
184.729837,38,1379.344817
131.729816,27,1379.420996
158.687183,32,1379.502104
106.913766,23,1379.560194
98.454567,22,1379.615381
123.490173,26,1379.680667
85.197318,20,1379.72949
131.527533,28,1379.798557
102.928691,23,1379.853362
145.392733,31,1379.932931
133.005047,28,1380.001716
115.043549,24,1380.062531
98.436066,21,1380.114918
149.987278,31,1380.198076
156.439835,33,1380.280499
126.409318,27,1380.347709
113.580617,25,1380.42532
136.880995,28,1380.501178
103.643796,22,1380.55635
66.550567,16,1380.595006
133.881391,27,1380.670908
110.040576,23,1380.729398
109.383741,23,1380.787023
105.341789,23,1380.851542
116.680386,25,1380.91377
132.529718,27,1380.986836
225.783945,44,1381.098715
140.760366,29,1381.198055
189.670334,39,1381.296016
113.667728,24,1381.360838
108.999501,23,1381.417139
119.249065,26,1381.483533
93.571457,20,1381.53645
68.347158,16,1381.578811
125.039923,26,1381.643626
122.283744,25,1381.703922
216.142594,43,1381.807972
111.383835,23,1381.868913
143.863692,31,1381.950534
142.799417,30,1382.031007
106.445864,23,1382.090374
103.654132,22,1382.144684
136.21238,28,1382.211113
93.266851,20,1382.2599
133.752144,27,1382.327782
197.968495,40,1382.427674
112.865901,24,1382.486994
164.040795,34,1382.57046
185.571395,38,1382.671414
144.606155,30,1382.748001
102.832789,23,1382.806372
138.587377,29,1382.881228
113.634283,24,1382.946974
115.350174,24,1383.01065
117.01776,25,1383.072599
102.6976,22,1383.13601
86.12057,19,1383.183198
123.398457,25,1383.245712
145.579335,31,1383.325175
140.021021,29,1383.397836
136.771523,28,1383.471683
92.88214,20,1383.522747
94.804205,21,1383.573034
97.605999,21,1383.627676
150.205962,32,1383.708909
208.380299,42,1383.817825
108.833686,24,1383.881751
132.268676,28,1383.954921
169.648903,35,1384.041631
125.463109,26,1384.106987
65.981889,16,1384.146476
104.681661,23,1384.205354
120.069031,25,1384.267207
139.027123,28,1384.338744
98.752873,21,1384.390198
101.155988,22,1384.446516
146.652752,30,1384.534149
125.889541,27,1384.600589
137.835039,29,1384.673586
134.863885,29,1384.748307
103.138862,22,1384.803763
110.323549,24,1384.866906
126.098898,26,1384.930988
91.579615,20,1384.984172
118.922993,26,1385.061013
180.547451,36,1385.154488
107.671931,23,1385.223767
126.533382,26,1385.290633
127.93769,26,1385.354708
118.763399,26,1385.418116
196.142145,40,1385.519098
112.211901,25,1385.581973
123.059361,26,1385.646031
102.710945,22,1385.698157
98.252371,21,1385.750136
126.387404,26,1385.81671
110.386806,23,1385.872343
79.778253,19,1385.918928
112.667657,24,1385.974844
97.864902,22,1386.02665
108.499288,24,1386.090241
59.857777,16,1386.128958
164.009138,34,1386.215029
117.775619,26,1386.281151
172.721496,36,1386.395662
115.153385,24,1386.453002
116.764626,24,1386.514127
116.050808,25,1386.575471
144.700544,30,1386.651477
118.871591,25,1386.711825
126.945176,26,1386.774391
122.174609,25,1386.839777
222.109223,45,1386.962451
102.119993,22,1387.016405
122.563586,26,1387.08199
99.48036,22,1387.140844
108.422488,23,1387.20249
136.43853,28,1387.275413
162.812359,34,1387.367848
127.539932,26,1387.433416
125.176274,27,1387.501287
112.507713,24,1387.561845
96.982253,22,1387.615647
118.277163,24,1387.674663
116.652783,24,1387.734654
131.329135,27,1387.804667
114.842621,25,1387.876886
155.348912,32,1387.954613
186.431818,37,1388.04775
95.993537,21,1388.105974
190.423529,39,1388.2096
149.068784,31,1388.294339
119.33144,25,1388.356909
124.507232,26,1388.429762
92.665915,20,1388.479199
103.834335,22,1388.533839
118.16805,25,1388.595919
113.095487,24,1388.655304
170.618332,36,1388.746006
116.079933,25,1388.805815
111.537362,24,1388.866119
149.471312,31,1388.947318
91.777144,20,1388.994625
114.344036,25,1389.056908
135.274747,28,1389.138664
111.861483,24,1389.200627
152.204039,31,1389.28231
90.295542,20,1389.33074
127.854676,27,1389.396466
171.048801,35,1389.485559
135.371386,28,1389.555433
129.045244,27,1389.621937
122.780864,26,1389.685841
111.575649,24,1389.744518
108.539252,24,1389.804345
121.986248,26,1389.877481
97.032053,22,1389.932612
101.659268,22,1389.990346
113.484012,24,1390.049272
122.250913,27,1390.116272
91.530522,20,1390.165606
137.175028,29,1390.237959
108.08528,23,1390.295907
91.741678,21,1390.347602
104.275363,22,1390.401082
127.16621,26,1390.464592
114.211526,24,1390.525346
162.504023,33,1390.609304
120.479054,25,1390.669627
125.063944,26,1390.732065
117.150557,24,1390.790788
138.413415,28,1390.862581
110.101937,24,1390.922688
99.011964,22,1390.976838
88.060049,20,1391.027575
142.168856,30,1391.104908
93.406488,21,1391.15752
98.530155,21,1391.209466
130.739693,28,1391.279616
99.414739,22,1391.335967
115.604074,25,1391.397606
92.048049,20,1391.446696
119.331781,25,1391.516166
128.809129,27,1391.59081
141.24042,29,1391.69649
139.672411,30,1391.771115
122.044958,25,1391.831361
130.470289,27,1391.896963
171.373964,36,1391.986623
111.214772,23,1392.039868
116.555277,25,1392.103846
117.661321,25,1392.168002
108.874582,23,1392.223464
141.994819,29,1392.294046
97.192064,21,1392.346725
96.369008,21,1392.398837
128.710052,28,1392.46832
121.993076,27,1392.53512
130.51556,28,1392.604202
113.86752,24,1392.668156
133.692145,29,1392.739209
180.291014,37,1392.833966
141.277584,29,1392.917856
86.164776,20,1392.966638
100.08163,22,1393.022759
140.993758,30,1393.097261
97.738075,22,1393.151947
117.873806,25,1393.215073
98.82416,21,1393.264922
127.961241,27,1393.332273
111.547662,24,1393.391608
115.19392,25,1393.453677
101.853588,22,1393.507192
180.139413,37,1393.600403
99.675682,21,1393.652462
112.826944,24,1393.715418
102.064247,22,1393.769047
124.105056,26,1393.833884
109.217384,23,1393.895642
93.487787,20,1393.94538
122.63807,25,1394.006379
107.066313,23,1394.065165
77.876593,18,1394.111241
115.697058,24,1394.170673
119.967684,25,1394.23619
142.290469,30,1394.311476
111.073181,24,1394.372549
142.432821,30,1394.451355
119.638555,25,1394.525501
98.444808,21,1394.582595
99.863329,21,1394.634347
93.190924,21,1394.690768
147.376783,30,1394.772976
121.495144,25,1394.843165
116.195843,24,1394.906556
110.980413,24,1394.965576
103.916093,22,1395.020139
135.249146,29,1395.09491
104.750009,23,1395.151629
122.535366,25,1395.214041
120.153196,25,1395.277937
99.43833,21,1395.331198
111.198726,23,1395.388678
124.247999,27,1395.461136
183.451865,38,1395.568175
92.483433,20,1395.620939
161.28685,32,1395.705415
110.591838,24,1395.767575
105.086177,23,1395.835238
123.124693,25,1395.898892
66.879328,16,1395.93978
126.354375,27,1396.007836
118.417439,25,1396.074295
105.636634,22,1396.1306
91.692285,20,1396.189856
146.476275,30,1396.264384
145.716796,31,1396.346351
100.221156,22,1396.400922
136.447116,28,1396.471205
112.226936,23,1396.525216
96.808714,21,1396.576371
126.73285,26,1396.641858
138.757506,29,1396.71371
117.458615,26,1396.777021
103.145505,23,1396.832483
96.427187,21,1396.912767
118.406537,25,1396.974229
122.803738,27,1397.03974
151.537312,32,1397.119053
163.516305,34,1397.20448
104.412252,22,1397.260145
102.195667,22,1397.317841
137.203578,28,1397.389141
134.149245,28,1397.469252
132.973354,27,1397.542916
125.400252,27,1397.612307
116.548977,25,1397.675969
117.26568,25,1397.737084
116.26637,24,1397.796312
119.697462,26,1397.864011
132.424751,28,1397.943583
110.229104,23,1398.002958
123.392795,26,1398.073339
94.352709,21,1398.125152
137.624371,29,1398.196776
122.362502,26,1398.260617
92.816814,21,1398.31188
123.19351,27,1398.377688
103.319076,22,1398.431946
126.257497,26,1398.498607
99.62855,21,1398.551306
125.418465,27,1398.619052
124.012082,26,1398.688037
133.102725,28,1398.760619
152.651062,31,1398.837398
112.94341,24,1398.902768
181.142871,36,1398.996792
79.52769,19,1399.043111
131.800768,27,1399.112191
92.114601,20,1399.162325
106.89426,23,1399.220826
108.046157,24,1399.280219
185.193245,37,1399.372886
89.259049,20,1399.422189
139.758376,29,1399.495847
105.996566,22,1399.550986
137.258128,29,1399.623243
129.208909,28,1399.692458
108.296887,24,1399.750763
107.404493,23,1399.808268
97.980975,22,1399.862503
102.08825,22,1399.915397
118.936425,25,1399.977405
121.202914,25,1400.045604
133.957051,27,1400.115441
