#{"t_start": 1744238897.0996728, "env_id": "Humanoid-v5"}
r,l,t
65.450367,15,133.291217
64.118831,15,133.328143
65.289432,15,133.366334
64.905356,15,133.404979
64.53189,15,133.444376
56.398902,16,133.483689
65.749595,16,133.522331
69.953673,16,133.559184
65.314666,15,133.598805
65.572099,15,133.63501
64.098357,15,133.671611
65.597414,15,133.712431
65.582213,15,133.749545
70.104146,16,133.804537
64.984519,15,133.838691
68.32754,16,133.878086
65.19061,15,133.91872
65.35941,15,133.954679
65.180128,15,133.991282
68.048427,16,134.035466
63.878202,15,134.074048
65.165197,15,134.109379
64.26057,15,134.145833
64.997051,15,134.181443
65.152569,15,134.217901
63.972354,15,134.254186
65.404011,15,134.292016
64.01968,15,134.331845
61.480412,15,134.368698
68.228823,16,134.407551
64.364783,15,134.465776
69.952041,16,134.508869
65.352335,16,134.547395
64.13131,15,134.582297
63.003412,15,134.618459
65.054298,15,134.658987
64.991993,15,134.697573
62.192411,15,134.732747
63.797752,15,134.768985
68.643508,16,134.806088
64.81404,15,134.84255
68.887308,16,134.879459
69.797717,16,134.918397
64.946849,15,134.960218
63.969784,15,134.995805
65.398848,16,135.033913
69.994637,16,135.075764
64.550738,15,135.112094
65.037646,15,135.148297
63.458936,15,135.183525
66.834019,16,135.221596
64.537167,15,135.257622
62.067979,15,135.293637
69.604729,16,135.33238
67.585134,16,135.371557
65.840763,16,135.410262
66.234384,16,135.447701
68.115957,16,135.490551
64.958706,15,135.529149
64.080881,16,135.566866
66.482985,16,135.604755
64.374838,15,135.644611
63.038779,15,135.68406
64.799284,15,135.719203
64.573538,15,135.756625
65.281047,15,135.793404
65.304058,15,135.828938
69.6139,16,135.868521
64.313926,15,135.905124
69.986416,16,135.94372
64.98591,15,135.978296
64.285969,15,136.015113
70.128618,16,136.053519
66.342626,16,136.096671
63.803156,15,136.134937
70.106322,16,136.17621
65.060153,15,136.218287
64.580914,15,136.256433
64.578836,15,136.297076
69.778859,16,136.334392
63.677926,15,136.370568
65.115821,15,136.405972
69.955663,16,136.449926
61.729604,15,136.490316
64.904988,15,136.532019
65.443621,15,136.570364
69.011814,16,136.609164
68.474241,16,136.647469
69.570022,16,136.68889
66.170384,16,136.731487
66.186024,16,136.773672
67.204751,16,136.816213
63.564525,15,136.851892
69.42593,16,136.889885
69.069419,16,136.928493
69.108575,16,136.971339
69.741478,16,137.03676
68.590349,16,137.078906
67.931433,16,137.117581
67.721349,16,137.15635
65.409496,15,137.196365
68.288805,16,137.234982
64.717787,15,137.270927
66.004712,16,137.309666
70.308704,16,137.348931
68.82683,16,137.393263
68.375228,16,137.432715
69.455889,16,137.471604
69.649398,16,137.508826
70.151937,16,137.550404
69.922056,16,137.591415
67.560891,16,137.634076
67.734227,16,137.676939
64.806609,15,137.716212
65.312252,15,137.757461
69.997234,16,137.797803
64.514483,15,137.841003
69.276294,16,137.882054
69.876252,16,137.919811
65.29372,15,137.955128
64.196879,15,137.990831
63.79499,15,138.031253
65.208045,15,138.071013
63.929634,15,138.107287
64.716395,15,138.146454
68.08242,16,138.190636
66.827741,16,138.233297
70.008252,16,138.274297
67.649889,16,138.315092
63.127695,15,138.353254
69.394574,16,138.392019
68.734476,16,138.430891
59.003544,16,138.473097
64.929124,15,138.512547
69.187104,16,138.550701
67.920775,16,138.589085
68.172792,16,138.627862
68.535552,16,138.672246
69.306809,16,138.717459
68.612576,16,138.758239
64.64354,15,138.794335
69.817052,16,138.834651
58.575452,16,138.875006
65.870228,16,138.913697
63.688817,15,138.949736
69.082259,17,138.989163
61.173239,15,139.024909
69.301976,16,139.064752
69.344908,16,139.103306
65.043012,15,139.138853
68.003557,16,139.178639
67.661308,16,139.218884
61.315361,15,139.256827
69.091663,16,139.309131
69.305762,16,139.352847
69.933437,16,139.396409
65.979567,16,139.436587
68.718516,16,139.478226
69.273253,16,139.518124
69.992288,16,139.556666
67.652987,16,139.594806
65.414069,15,139.655315
69.545819,16,139.700664
69.059055,16,139.743631
63.719684,16,139.785215
69.128487,16,139.825179
63.429946,15,139.860183
68.911469,16,139.901844
67.785482,16,139.942586
64.85987,15,139.980633
69.064786,16,140.02107
67.955851,16,140.060037
69.214364,16,140.098534
64.795236,15,140.135297
69.275454,16,140.173291
69.882024,16,140.210448
62.976822,15,140.25346
68.540331,16,140.304296
67.487923,16,140.343365
59.180476,16,140.381528
63.631511,15,140.417379
64.801738,15,140.451929
70.120315,16,140.489558
59.702395,16,140.527204
69.974429,16,140.564858
62.817824,15,140.604714
68.222568,16,140.64728
69.53031,16,140.689703
69.06647,16,140.728054
68.884594,16,140.768631
68.344426,16,140.812574
65.000987,16,140.853043
64.913678,15,140.888417
69.031732,16,140.925785
69.282476,16,140.96451
63.743322,15,141.000555
69.718482,16,141.040633
65.348695,16,141.082032
61.537588,15,141.119393
64.563349,15,141.155345
69.648542,16,141.193865
65.413354,15,141.229823
63.263784,15,141.266026
65.009647,15,141.305115
68.173138,16,141.342254
64.874012,15,141.379218
69.979377,16,141.416759
68.59252,16,141.454714
63.993394,16,141.494709
68.515284,16,141.534536
64.147885,15,141.5708
69.22037,16,141.610784
69.267329,16,141.650989
59.233166,16,141.693108
68.134556,16,141.731917
62.813354,16,141.770806
70.02586,16,141.814649
69.067846,16,141.859517
59.25863,16,141.901249
69.582145,16,141.940675
67.45359,16,141.983206
67.835651,16,142.021605
69.309206,16,142.061047
63.425198,15,142.096891
69.071225,16,142.135206
65.274753,15,142.168958
67.594005,16,142.231216
69.936295,16,142.273333
58.005767,16,142.313673
56.909761,16,142.353145
55.630301,16,142.393989
61.245353,17,142.437705
69.721035,16,142.476438
61.648571,16,142.523223
69.603098,16,142.563829
69.92139,16,142.605198
67.138723,16,142.645118
59.143012,16,142.689902
64.557129,15,142.725124
68.43496,16,142.762761
64.684634,15,142.800506
67.641189,16,142.839881
66.336454,16,142.879498
66.635819,17,142.922995
68.523239,16,142.975585
61.210241,16,143.014566
64.970758,15,143.050429
63.494561,16,143.092614
68.887774,16,143.133682
63.878256,15,143.168807
64.502933,15,143.204201
69.165962,16,143.242823
68.943789,16,143.282772
67.25149,16,143.32186
67.240529,16,143.362883
63.568766,16,143.401728
67.703992,16,143.444787
64.534765,16,143.484026
65.450521,16,143.522079
70.199373,16,143.559853
64.293961,16,143.599242
65.290236,16,143.639651
67.471084,16,143.68088
65.089957,15,143.71811
68.230805,16,143.754678
68.285541,16,143.793902
59.936621,16,143.83316
67.811839,16,143.87115
68.337348,16,143.908964
57.982981,16,143.951356
61.74042,16,143.990073
68.227408,16,144.030911
63.08482,15,144.071309
63.822217,15,144.109129
70.010032,16,144.148804
69.837133,16,144.191122
64.215507,15,144.228432
69.471956,16,144.267559
65.522133,15,144.308768
64.003271,17,144.351663
64.725618,15,144.389477
68.288952,16,144.427034
59.041098,16,144.466
63.360645,16,144.505717
66.065677,16,144.543599
64.319705,15,144.57876
69.530458,16,144.615492
68.755056,16,144.657477
67.768454,16,144.699441
70.149823,16,144.737614
61.06294,16,144.776516
56.460828,16,144.839354
67.384548,16,144.87722
69.697212,16,144.91437
67.132736,16,144.951899
60.184797,16,144.991526
59.133459,16,145.035295
63.961636,15,145.071728
67.117861,16,145.111329
64.24604,16,145.153289
53.056138,16,145.191644
62.249446,16,145.233425
69.362908,16,145.274587
69.721878,16,145.313587
66.192743,16,145.351159
66.971335,16,145.390086
69.608129,16,145.426198
57.392157,16,145.464191
69.750831,16,145.504472
64.334716,16,145.546314
63.51385,15,145.582671
67.60803,16,145.62171
68.915621,16,145.662436
63.296287,16,145.727286
63.148631,16,145.768561
64.358563,16,145.809652
67.22567,16,145.854026
67.782348,16,145.897939
64.683154,15,145.933418
69.1574,16,145.9729
66.44442,16,146.015244
58.713725,16,146.055061
65.051152,15,146.096593
67.992026,16,146.135767
61.255469,16,146.17089
69.382065,17,146.21202
65.099616,16,146.250448
68.64104,16,146.288731
69.434856,16,146.327415
60.000587,16,146.366509
69.074043,16,146.40499
56.568561,16,146.44356
59.559838,16,146.482427
60.508723,16,146.521323
67.524458,18,146.565683
69.131536,16,146.605369
60.816935,15,146.643811
65.107277,16,146.683009
63.708142,16,146.724144
67.625535,16,146.764248
63.168196,16,146.808702
68.87252,16,146.851524
67.583845,16,146.894624
66.19319,16,146.935531
65.15487,16,146.986227
64.057973,16,147.030856
62.63007,16,147.070655
67.193762,16,147.110364
63.762552,16,147.151371
57.490376,16,147.193312
68.982624,16,147.237737
60.265229,16,147.276532
56.777586,16,147.316424
58.311281,16,147.355938
60.232322,15,147.392553
69.328871,16,147.460676
61.643324,16,147.497758
65.458565,18,147.541309
69.886024,16,147.582458
59.266053,16,147.6215
68.737798,17,147.664383
65.511287,16,147.70802
67.207554,16,147.747306
62.416395,16,147.788556
59.216654,16,147.833899
69.447731,16,147.877751
61.290744,16,147.924602
61.171382,16,147.96708
70.403675,18,148.012235
59.238336,17,148.056727
57.46095,16,148.099161
60.661145,16,148.139621
61.993164,16,148.179083
69.536071,16,148.219887
67.111002,16,148.260755
63.433645,16,148.298787
64.342254,16,148.337682
63.080396,16,148.376491
64.630884,16,148.415369
69.54428,16,148.454678
60.810361,16,148.495244
61.490358,16,148.537525
69.725945,16,148.576807
62.127551,17,148.618716
60.852588,16,148.65814
66.113747,17,148.701696
63.793156,17,148.750002
69.455345,16,148.78952
69.70727,16,148.833747
52.142412,16,148.873335
64.887388,16,148.923059
65.36912,16,148.962433
68.538428,16,149.005595
69.44156,16,149.048284
59.727023,16,149.09413
64.662061,16,149.13757
64.874702,16,149.180345
62.810371,16,149.219847
57.0666,16,149.258809
68.361707,16,149.300552
69.178575,16,149.339546
57.649885,16,149.379495
68.056515,18,149.426933
57.164201,16,149.463928
63.440372,16,149.50362
64.501088,16,149.541843
67.531111,16,149.57994
65.434156,17,149.62034
56.122125,16,149.65872
71.114833,18,149.706053
64.951396,16,149.744301
59.14175,16,149.784492
64.60516,16,149.831609
69.149645,16,149.873014
65.693242,16,149.913532
57.253843,16,149.954652
67.69611,16,149.992972
65.930662,16,150.031699
64.871852,16,150.094254
68.984632,16,150.133377
73.083921,19,150.178944
65.603011,17,150.221073
58.970671,16,150.264799
56.684221,16,150.304204
66.682288,16,150.347378
60.558645,16,150.386627
61.377307,16,150.426068
61.250991,16,150.464488
67.242456,18,150.508246
65.196288,16,150.547303
65.276636,16,150.585548
69.383853,16,150.622536
56.034129,16,150.661316
63.197941,16,150.702138
56.278707,15,150.739588
66.821698,16,150.782086
58.456174,16,150.824299
64.929604,16,150.866891
64.048609,15,150.903528
64.947425,16,150.943249
66.659347,17,150.987399
65.617658,16,151.025718
60.828478,16,151.064821
61.351934,16,151.105862
63.886222,16,151.149245
55.67759,16,151.188159
63.925748,16,151.230861
58.175311,16,151.269605
56.693502,16,151.308053
58.542172,16,151.352593
65.573443,18,151.400825
64.827307,16,151.440819
69.203546,16,151.48042
63.952103,16,151.520107
70.474988,17,151.561697
60.365046,16,151.605267
60.189276,16,151.643927
64.398673,16,151.683774
56.313764,16,151.724223
66.214223,16,151.765553
57.861377,15,151.801671
68.504609,17,151.845501
58.844073,16,151.883148
68.612957,16,151.925947
52.511618,15,151.963686
67.21733,19,152.008962
57.815598,16,152.047762
64.788239,16,152.086608
65.152997,17,152.132643
59.256253,16,152.172651
60.784087,16,152.210947
69.449245,16,152.251699
64.015398,16,152.299695
59.7863,16,152.338302
59.91,16,152.37682
64.311968,16,152.415974
55.688471,16,152.455574
64.224321,16,152.498101
68.628509,16,152.534869
66.157185,16,152.575846
70.233063,16,152.616328
63.317842,17,152.682977
60.948794,17,152.727829
59.441019,17,152.772911
53.388892,16,152.815158
61.574789,16,152.853505
55.011871,16,152.891435
62.64738,16,152.93412
75.334096,19,152.989624
65.504452,16,153.028394
67.12914,17,153.074945
67.659165,16,153.116098
58.860904,16,153.155509
57.398697,16,153.194569
63.411319,16,153.232481
62.284002,17,153.274983
61.333482,16,153.3192
64.988701,16,153.360526
66.783936,16,153.40353
59.466117,16,153.444273
59.998575,16,153.485824
62.271348,16,153.528143
63.786178,15,153.565559
58.551655,16,153.608606
61.19585,16,153.647326
64.886204,16,153.690559
65.007657,16,153.7349
65.111138,16,153.774606
63.248205,16,153.816319
69.749849,18,153.860195
70.286906,17,153.903286
62.824208,16,153.94443
59.223569,16,153.983071
62.355996,16,154.025092
62.50336,16,154.065678
59.30351,16,154.10473
62.574187,16,154.143287
62.330555,16,154.180968
58.298141,16,154.221021
65.535496,16,154.259527
68.716435,16,154.303055
62.313222,16,154.353824
62.113267,16,154.394545
65.382858,16,154.432383
63.761957,16,154.471075
62.781189,16,154.509929
61.824923,17,154.566064
80.439885,20,154.617489
58.76376,16,154.658986
69.760321,18,154.706646
78.588996,20,154.756611
67.669067,17,154.796941
63.878189,17,154.83779
51.157231,15,154.874651
63.761163,16,154.915459
56.806797,16,154.958525
64.964218,16,155.000413
62.337092,16,155.039663
69.374053,17,155.082593
62.89666,16,155.122893
67.688626,19,155.169832
64.195187,16,155.207573
61.134021,16,155.244293
62.41602,16,155.282752
62.845458,17,155.355906
60.234317,16,155.398136
70.021176,19,155.448805
62.493461,16,155.49296
52.767352,16,155.532218
59.236907,16,155.57491
61.305965,16,155.630795
84.78589,21,155.684237
76.648544,19,155.731714
62.302715,16,155.771317
59.790013,16,155.810818
66.259555,17,155.854839
89.135216,22,155.908011
87.023551,21,155.96777
62.560973,17,156.009962
59.128087,16,156.052475
67.341415,17,156.09465
61.894962,17,156.135402
67.493282,17,156.179837
70.036627,18,156.224283
64.813602,17,156.26335
67.281735,17,156.30466
58.264028,16,156.341674
67.004013,18,156.387198
57.429508,16,156.429874
68.033098,17,156.471597
62.274372,16,156.510313
53.02683,16,156.54993
55.82056,16,156.589503
54.803408,15,156.625766
62.405081,16,156.665301
60.375588,16,156.706769
58.60868,16,156.750297
64.388477,15,156.790586
51.612395,16,156.830628
64.070662,16,156.86854
54.501577,15,156.905248
66.654661,17,156.94625
70.465852,18,156.990744
52.958125,16,157.02976
97.207458,24,157.092978
58.325016,15,157.131732
58.38042,16,157.170472
58.10621,16,157.213089
67.572578,17,157.255416
64.2969,16,157.294657
67.657329,17,157.336066
54.484901,16,157.377909
63.378845,17,157.419661
53.235109,16,157.463763
66.650055,17,157.505721
64.94194,16,157.545457
66.682929,17,157.588213
52.414364,16,157.628038
53.229738,16,157.667381
58.844441,16,157.7076
66.395374,17,157.755724
67.34715,17,157.797491
60.352011,16,157.835682
64.01524,17,157.886777
57.125345,16,157.929585
58.500084,16,157.988988
64.509122,16,158.027135
68.531433,17,158.06881
60.810597,16,158.10674
66.498267,17,158.163039
54.378971,16,158.20301
63.42304,18,158.250746
71.658946,19,158.302454
61.384666,16,158.344045
62.214109,16,158.389108
65.911531,16,158.430058
57.911667,16,158.471439
57.436392,15,158.515129
66.683368,19,158.567173
65.321156,16,158.608388
56.807743,15,158.647072
77.803842,19,158.697043
90.079406,22,158.75162
73.799008,20,158.804179
73.626342,18,158.85472
95.432154,23,158.918953
59.103712,16,158.958025
53.61087,15,158.996214
65.726393,16,159.038391
51.292112,15,159.074124
63.992188,16,159.113674
62.963654,16,159.152825
63.610507,17,159.194526
54.763667,15,159.233065
56.810067,16,159.27142
62.005332,17,159.3145
61.688725,15,159.354459
87.997627,22,159.411554
55.947843,16,159.449192
67.268095,17,159.488935
84.496502,22,159.544562
62.660648,17,159.588368
73.610651,19,159.634749
60.743574,16,159.671675
64.025943,16,159.7145
66.175323,19,159.760839
63.573752,16,159.797819
67.948708,17,159.839297
61.57755,16,159.880913
56.99731,16,159.919707
65.054202,16,159.959619
58.956519,16,159.997581
60.351295,16,160.036137
80.385993,20,160.089833
65.225398,16,160.128179
85.167681,21,160.183305
70.34953,18,160.228805
56.303959,16,160.27066
71.481129,18,160.313713
54.366193,15,160.349552
70.540851,17,160.395689
56.174821,16,160.439353
83.787657,21,160.495573
57.642831,16,160.535439
55.812441,16,160.594718
58.465308,16,160.633166
59.618724,16,160.672822
88.195317,21,160.724447
69.485998,19,160.771238
90.177178,23,160.830202
78.732819,21,160.884871
61.748704,16,160.925888
67.027387,19,160.97323
65.965012,17,161.015205
77.900374,19,161.062356
68.769748,17,161.104664
81.2249,22,161.16339
58.833239,16,161.205755
54.441807,15,161.243348
59.527984,16,161.28612
57.464723,15,161.32696
62.285093,16,161.3664
95.940421,25,161.430673
52.759971,15,161.469831
71.317087,18,161.514463
55.442724,16,161.554185
61.542733,16,161.593544
63.145377,16,161.631056
65.321984,17,161.674421
75.920346,19,161.729978
81.42523,21,161.788351
73.733283,19,161.838653
65.919233,18,161.891327
66.125306,18,161.9354
54.867351,15,161.973741
63.133072,16,162.015618
54.477035,15,162.052985
75.817768,20,162.103936
63.964534,16,162.14344
64.944855,17,162.186305
78.398379,20,162.236601
79.860884,20,162.287773
58.91452,16,162.326852
94.552837,23,162.386052
60.600471,16,162.425153
67.460572,17,162.467383
66.815442,17,162.514065
82.127912,20,162.567802
69.219746,17,162.609563
78.715396,19,162.657871
87.841911,21,162.712148
59.301677,16,162.751279
68.068267,17,162.792719
62.175139,15,162.830464
54.162039,16,162.869446
97.498705,24,162.931906
78.056669,20,162.984118
100.11061,24,163.047847
61.839545,16,163.086224
76.421326,19,163.133892
70.884722,17,163.175925
63.830126,15,163.231044
61.672986,16,163.268746
101.315899,25,163.332684
90.178165,23,163.390039
90.271909,23,163.44826
86.875545,21,163.499441
81.986591,21,163.552793
83.335942,21,163.613218
57.100827,16,163.652768
57.23859,16,163.692136
58.644094,16,163.731009
65.830444,16,163.770281
59.489916,17,163.81236
100.140321,25,163.884643
60.045175,16,163.925586
63.237375,17,163.968328
57.69189,16,164.008978
60.820763,16,164.049777
61.33432,16,164.091798
79.526565,19,164.143127
78.290943,21,164.196644
59.021951,16,164.241627
82.073906,21,164.297477
59.055931,16,164.339467
85.674682,22,164.404554
62.573861,16,164.443943
94.979484,23,164.502704
89.482062,23,164.566014
84.059086,21,164.619254
70.062712,17,164.663365
80.811777,20,164.723403
60.640129,16,164.767509
81.175729,20,164.818085
69.124918,17,164.862467
95.988002,23,164.927714
57.212065,16,164.968852
70.347898,17,165.014028
73.482282,18,165.062758
61.831784,16,165.103306
91.407454,23,165.164325
74.393224,19,165.212536
67.831617,18,165.25676
74.265767,19,165.307945
75.238805,20,165.361717
80.804348,21,165.417283
75.196921,19,165.464851
64.986204,16,165.503225
65.121567,16,165.541571
57.784087,16,165.579669
61.769911,17,165.624779
58.365861,16,165.66729
59.280231,16,165.707002
58.769269,16,165.748551
55.220497,16,165.787783
84.29308,21,165.840416
75.503596,20,165.912448
79.880625,21,165.966861
90.609857,23,166.023735
80.426623,21,166.075444
97.778162,24,166.135752
72.623761,19,166.182913
103.997297,26,166.249338
61.837324,18,166.296436
84.303652,21,166.349211
92.586506,24,166.408647
61.524253,16,166.448558
53.624724,15,166.485671
97.142804,24,166.546446
64.670054,16,166.590461
68.868792,17,166.638532
68.781483,17,166.684087
53.807723,15,166.719824
90.816711,24,166.78291
90.272121,22,166.838346
58.475549,16,166.877411
103.661873,26,166.942696
55.235333,16,166.982875
53.266543,16,167.025933
60.338396,16,167.064356
87.260666,22,167.124638
67.58273,17,167.172513
91.641034,23,167.231752
93.671027,24,167.296244
71.003919,18,167.341107
68.368542,17,167.383792
96.100847,24,167.445788
99.869328,24,167.51104
82.358022,20,167.560973
84.596221,21,167.614981
56.900662,16,167.652494
117.438654,29,167.727895
80.396756,20,167.777961
77.95115,19,167.831519
60.274227,16,167.883535
116.357764,28,167.959891
57.716819,16,167.999979
56.30171,16,168.039839
106.509269,26,168.116706
85.571882,21,168.172306
103.870216,26,168.243536
84.724199,21,168.304194
87.910648,22,168.363163
68.863616,19,168.410617
57.563211,16,168.44952
62.39881,16,168.488276
53.584209,15,168.530546
62.737551,18,168.600377
56.204906,16,168.638813
75.714333,19,168.686226
62.926839,16,168.724379
72.25896,20,168.774016
96.777859,24,168.835751
63.839594,18,168.884477
85.181424,21,168.941334
67.600598,18,168.986983
85.64381,22,169.044553
62.345872,17,169.090619
67.290283,17,169.134724
63.232903,16,169.176272
80.607915,22,169.232359
71.153708,18,169.2773
101.288183,26,169.342768
60.419299,16,169.382906
59.717784,15,169.423753
64.16679,16,169.462324
96.272159,23,169.524104
86.08196,21,169.581711
60.197928,16,169.620355
62.857905,15,169.655923
67.745379,18,169.700989
55.946858,16,169.739032
103.616798,25,169.802612
57.301313,16,169.84151
61.308495,17,169.883992
83.274497,20,169.935514
69.985301,17,169.976666
66.523982,16,170.015377
54.685111,15,170.051558
72.665748,18,170.099477
92.575378,24,170.164152
51.691224,16,170.203512
83.169653,23,170.261484
73.004607,19,170.306922
56.81238,16,170.346617
70.147999,18,170.392205
65.046179,17,170.434637
84.950955,22,170.497882
73.628889,18,170.542607
61.827358,16,170.581317
58.425886,16,170.619696
83.966113,21,170.673599
59.010211,15,170.709515
56.016897,16,170.747973
62.230923,17,170.790646
49.677911,15,170.827324
93.789995,23,170.884482
95.330526,23,170.942095
60.430261,16,170.984813
96.660776,23,171.043479
110.855199,27,171.11152
62.338792,17,171.15282
87.614422,22,171.228481
63.017997,16,171.26663
70.490801,18,171.315892
67.674557,18,171.363261
73.732315,19,171.412661
85.98212,22,171.471723
59.045364,16,171.510674
78.196973,20,171.55823
99.54401,24,171.623519
77.816788,20,171.674239
84.036119,21,171.730422
58.912668,16,171.769782
67.881977,18,171.81441
95.696897,24,171.881598
74.148057,18,171.92882
103.005464,25,171.991974
63.123123,16,172.032217
91.7798,23,172.093645
84.98237,21,172.14806
58.63011,15,172.185064
101.431154,26,172.256288
99.233281,24,172.319414
68.782054,17,172.361151
78.516189,21,172.42512
74.034253,19,172.479154
52.828722,15,172.517209
63.097341,16,172.557488
83.386025,20,172.614353
95.933536,24,172.678469
64.704448,17,172.72279
85.355715,23,172.784645
116.88881,27,172.856428
94.018851,23,172.921196
58.271266,16,172.959377
83.1515,21,173.012267
52.508139,16,173.051902
121.235707,29,173.13009
102.577016,25,173.190984
61.363713,16,173.229255
96.610753,23,173.298687
93.136674,24,173.365896
65.488281,16,173.405417
73.202397,19,173.454302
87.612147,21,173.507597
64.586239,16,173.547305
57.324579,16,173.587925
95.888126,23,173.650812
66.833503,18,173.695689
95.632954,23,173.753796
59.565269,16,173.793899
64.04952,17,173.835276
91.746958,22,173.910622
63.816615,17,173.957132
112.975787,27,174.027528
82.222528,22,174.08201
61.508526,17,174.124608
92.447601,23,174.192667
101.500187,24,174.252135
60.613463,16,174.291249
54.206165,16,174.331872
67.843468,18,174.381977
58.323188,16,174.434373
87.828089,23,174.496403
73.163815,19,174.546627
63.828704,16,174.588835
88.636211,22,174.648115
63.965937,16,174.688899
59.279422,16,174.728925
95.445175,23,174.78746
50.157667,16,174.826942
97.544409,25,174.891217
116.863759,28,174.970531
60.751992,17,175.013032
96.167666,24,175.079241
61.623249,16,175.119076
70.602245,18,175.164048
57.939711,16,175.204544
71.654784,20,175.256622
60.530626,17,175.298841
92.188741,23,175.362096
69.395901,17,175.406423
84.597137,21,175.464575
65.172285,18,175.509174
96.696347,24,175.572263
86.144913,23,175.631594
82.016742,20,175.681862
80.65653,20,175.75389
77.441399,19,175.804648
63.081643,16,175.843931
62.974284,17,175.886211
57.227967,16,175.924768
87.384299,23,175.983937
76.98785,20,176.034119
61.821579,16,176.075415
95.319077,23,176.133327
55.617681,16,176.173419
68.750336,17,176.215258
102.019631,25,176.282583
69.035743,18,176.336858
76.485176,19,176.389724
53.895629,16,176.431105
71.340389,18,176.476406
57.225681,16,176.514551
80.965495,20,176.565982
68.864367,18,176.634717
97.290539,24,176.69507
56.353634,16,176.734069
78.991717,20,176.783434
86.391763,21,176.838789
71.887054,18,176.885623
83.083736,20,176.940493
109.523667,26,177.006603
102.31429,25,177.070977
78.464501,20,177.121615
65.579732,18,177.163855
61.830345,16,177.20201
74.530572,20,177.252328
80.292108,21,177.304075
52.660234,16,177.347999
80.730874,20,177.403749
63.991555,16,177.44134
82.954086,21,177.496177
88.919884,22,177.558138
75.8038,19,177.606335
96.771866,24,177.666956
91.219172,24,177.738426
60.887241,16,177.779353
66.880546,18,177.827729
92.490319,23,177.898486
88.944062,23,177.95589
61.087858,16,177.998191
91.847033,23,178.06545
90.358653,22,178.124176
89.659405,21,178.177966
88.309603,21,178.229872
58.426003,17,178.273555
70.426778,18,178.31922
92.44042,23,178.377818
97.732956,23,178.441939
92.747831,23,178.503302
93.977466,24,178.565179
88.04865,23,178.625047
60.812631,16,178.664875
110.437857,26,178.732341
90.680776,23,178.789556
67.86124,17,178.831981
55.957049,16,178.871469
66.036658,17,178.915366
99.23855,25,178.980662
61.722446,16,179.018774
85.730463,22,179.074179
93.167628,23,179.130446
91.146937,22,179.186588
65.616517,18,179.231357
81.965519,21,179.302621
75.936937,19,179.350318
96.676945,23,179.406264
98.654362,24,179.470767
99.183667,25,179.536372
76.739476,19,179.587072
89.836862,23,179.651297
89.99992,23,179.710367
65.164537,17,179.751644
90.126867,22,179.807296
88.019603,23,179.866593
83.922693,21,179.927523
94.070096,23,179.992768
57.124739,16,180.037124
80.961608,21,180.094421
86.404248,22,180.150589
60.837648,16,180.188988
67.144588,18,180.233131
72.857916,18,180.276828
89.455808,22,180.331937
66.969457,17,180.373787
80.387614,21,180.42652
102.583764,25,180.489622
60.214783,16,180.528735
70.634659,20,180.580347
68.052324,19,180.627069
83.186089,22,180.682478
70.965726,18,180.729054
56.92181,15,180.766912
65.494321,17,180.808219
67.27179,17,180.849997
86.274614,23,180.914953
65.685562,17,180.962158
90.604459,23,181.025794
71.565002,19,181.08266
69.262142,18,181.134124
83.618816,20,181.184952
96.136798,24,181.246823
97.016793,24,181.30686
80.850602,20,181.357613
98.204633,24,181.41993
72.31618,19,181.469414
58.594249,16,181.506051
108.519109,26,181.576077
90.232265,22,181.640135
93.466716,23,181.703251
55.689356,15,181.742164
67.588923,18,181.791291
109.744295,26,181.859086
75.746811,19,181.906076
85.790305,21,181.978962
73.973198,20,182.028776
65.375977,17,182.069685
100.877268,24,182.129195
92.081181,23,182.187037
67.27365,18,182.231372
68.675355,17,182.273729
67.750046,18,182.321212
101.259057,26,182.387926
82.418427,22,182.450545
62.157836,16,182.490708
67.059108,17,182.531746
81.580935,21,182.589424
54.998551,16,182.633034
65.762348,18,182.679558
65.426905,17,182.721505
94.378605,23,182.77978
55.596951,16,182.81974
58.464366,17,182.862009
95.511459,24,182.924407
88.266331,21,182.992666
59.46487,15,183.029689
88.599216,21,183.081728
99.271241,25,183.151462
116.545551,28,183.228139
67.726586,18,183.273201
78.574248,20,183.325946
71.558578,18,183.371063
86.818844,21,183.425151
76.630963,21,183.478726
53.798017,15,183.514988
100.14759,23,183.572568
66.672918,17,183.613978
65.634278,18,183.66275
81.995632,20,183.719391
87.684466,23,183.78092
66.806368,18,183.825982
54.573756,15,183.864951
95.437021,24,183.925641
96.538203,24,183.990058
91.005005,23,184.050482
87.571755,22,184.114661
91.171555,22,184.173083
108.34174,27,184.254971
79.544729,20,184.308969
105.280069,26,184.382557
69.711118,19,184.433218
97.016384,24,184.492586
66.746772,18,184.535923
68.073883,18,184.580253
90.21413,22,184.634276
88.761963,22,184.710044
65.036254,17,184.75215
52.04828,16,184.793753
69.958705,17,184.836056
87.224579,22,184.893603
53.941784,15,184.929684
65.894259,17,184.972033
76.976476,20,185.022172
56.927103,17,185.066855
98.42741,24,185.127852
77.12892,19,185.174918
79.763113,20,185.22494
63.914045,15,185.259576
84.62706,21,185.315995
59.310514,16,185.35648
58.747741,16,185.398501
56.064863,15,185.435194
67.074924,17,185.477171
69.93426,18,185.52177
51.663498,16,185.563646
62.075987,16,185.606885
62.379273,16,185.648503
70.635418,17,185.689734
65.93944,17,185.731704
65.624929,17,185.774472
71.224928,19,185.822995
