#{"t_start": 1744238897.0996728, "env_id": "Humanoid-v5"}
r,l,t
70.613074,16,6.286997
71.496772,16,6.323598
79.548491,19,6.370996
81.28713,18,6.41448
69.158999,16,6.450686
69.801128,16,6.488838
72.400757,17,6.540228
69.287301,16,6.57964
75.433256,17,6.618874
76.041767,17,6.658218
87.544762,19,6.707419
70.753664,16,6.745845
73.849098,17,6.784902
76.463641,17,6.82791
70.434506,16,6.868253
71.073045,16,6.905198
66.267715,15,6.9428
70.664303,16,6.980926
65.184469,15,7.016556
79.905986,18,7.058018
73.716437,17,7.097816
71.366193,16,7.135494
82.596356,19,7.179951
77.947483,17,7.219985
71.441979,16,7.261155
76.150645,17,7.301005
72.218316,17,7.341229
88.373073,20,7.390108
70.654506,17,7.429018
97.280161,22,7.483814
77.787145,18,7.526268
81.28678,20,7.573304
75.08545,17,7.613183
71.509594,17,7.656219
71.110704,16,7.703032
66.519458,15,7.774704
74.184041,17,7.821333
72.208178,17,7.86244
81.187152,18,7.910267
73.084106,17,7.954041
75.135007,17,7.996299
78.160234,18,8.044598
75.314998,17,8.08905
69.420319,16,8.131042
73.501109,17,8.177099
71.175407,16,8.216848
71.245194,17,8.260998
64.34976,15,8.304821
75.549562,17,8.346358
76.249626,17,8.387811
69.995288,16,8.426198
76.653168,18,8.472126
82.131664,19,8.516952
75.244131,19,8.562212
68.816567,16,8.604057
120.909711,24,8.661577
70.974406,16,8.702641
70.707841,16,8.740058
75.913993,17,8.78043
71.090823,16,8.824538
70.656408,16,8.867332
71.307268,16,8.904518
68.124829,16,8.94214
76.164911,17,8.979
77.345157,18,9.019349
68.489612,16,9.056542
69.77064,16,9.094957
78.81752,18,9.13788
71.238202,16,9.175616
70.861933,16,9.212707
71.393098,16,9.249745
74.790704,17,9.290179
71.718046,17,9.333555
73.131746,17,9.380175
74.517722,18,9.423112
70.234253,16,9.46338
71.33424,16,9.505912
65.052672,15,9.54477
131.217705,26,9.608003
83.406038,21,9.659863
78.631387,20,9.708878
76.057733,17,9.752256
71.383716,16,9.794707
71.026083,16,9.833986
71.635894,17,9.875605
80.859885,18,9.922031
70.991826,16,9.959786
68.861773,16,9.997418
69.925167,16,10.035531
73.972663,17,10.080143
70.241217,16,10.121068
73.374644,19,10.164663
70.361405,16,10.202822
72.790583,17,10.242767
75.894523,17,10.282681
65.095182,15,10.3422
72.718168,17,10.384344
71.017045,16,10.424108
69.78127,16,10.463696
73.60499,17,10.505738
85.401645,21,10.559898
74.516657,17,10.603198
66.098337,15,10.638934
70.391205,16,10.677885
73.281474,17,10.719026
66.443938,15,10.753937
74.437737,17,10.796103
74.580829,17,10.841966
71.273402,17,10.895787
70.35401,16,10.942084
71.423661,17,10.985385
74.304385,17,11.027386
70.087569,16,11.069224
70.287688,16,11.107103
73.655792,19,11.152756
79.349781,20,11.201849
69.366364,16,11.239652
72.121742,17,11.280168
74.725028,17,11.327365
67.454107,16,11.372599
70.831238,16,11.413265
70.447168,16,11.456133
69.628099,16,11.501842
69.58614,16,11.540789
69.342925,16,11.578462
71.25106,16,11.615803
70.605081,16,11.652323
67.826516,16,11.692489
79.046955,18,11.734653
75.533512,17,11.775661
74.35519,17,11.817245
67.192809,16,11.860996
69.476557,16,11.901256
73.725163,17,11.941652
70.632803,16,11.979929
71.404018,16,12.020197
77.913625,18,12.067152
64.860435,15,12.102257
70.512028,16,12.140423
75.782695,18,12.182879
74.050222,17,12.220655
69.729516,16,12.258703
71.316044,16,12.296706
76.055457,17,12.336609
71.776956,17,12.377866
70.49722,16,12.415191
67.994156,16,12.452475
70.510378,16,12.489553
73.814516,17,12.52986
71.18754,16,12.569401
70.739008,16,12.606739
74.324142,17,12.646486
71.302043,16,12.687181
70.68978,16,12.726427
75.848425,17,12.766647
71.290503,16,12.804714
68.073484,16,12.8461
72.056502,17,12.90978
70.845871,16,12.952599
68.298287,16,12.990179
70.636555,16,13.026547
69.592482,16,13.068463
68.686956,16,13.110993
70.690188,16,13.149836
70.281076,16,13.187985
68.61363,16,13.225788
73.170712,17,13.268068
69.231316,16,13.309615
70.058324,16,13.34863
69.985745,17,13.388605
68.942633,16,13.426069
75.402162,17,13.466382
74.657894,17,13.507928
69.051482,16,13.54588
68.671072,16,13.589348
72.905017,17,13.629025
68.244032,16,13.666497
73.613225,17,13.7113
70.84699,16,13.75212
71.53592,17,13.799232
68.375425,16,13.842699
76.365487,18,13.887306
70.33553,16,13.925629
73.962793,17,13.965142
74.32266,17,14.004579
75.028404,17,14.043372
74.301133,17,14.083187
70.440858,16,14.124312
73.738582,17,14.164572
66.58085,16,14.205058
72.744031,17,14.250386
64.688602,15,14.285064
65.208059,15,14.320662
69.303251,16,14.35828
68.763443,16,14.396394
72.300853,17,14.43672
70.355044,16,14.476584
73.058748,17,14.522021
74.438573,18,14.568617
71.114604,16,14.608367
70.393049,16,14.652011
69.132141,16,14.697453
69.215428,17,14.736689
68.459359,16,14.774157
80.500951,21,14.828975
68.997788,16,14.87129
71.825208,17,14.91486
73.25645,17,14.954411
69.323366,16,14.99153
69.706961,16,15.029752
70.114841,16,15.068161
69.772254,16,15.106189
68.695327,16,15.143589
71.263683,16,15.185138
72.346205,17,15.227798
68.448528,16,15.266188
74.80464,17,15.306699
74.139625,17,15.347191
69.686465,16,15.384101
74.36881,17,15.449632
69.578845,16,15.491713
69.963444,16,15.529462
74.813688,17,15.575027
69.417358,16,15.613626
70.337604,16,15.651329
69.079202,16,15.689685
69.43186,16,15.735713
69.043168,16,15.77561
67.247963,16,15.818128
69.469049,16,15.860756
69.118524,16,15.901372
74.643767,17,15.945689
68.291485,16,15.985776
70.277696,16,16.023877
68.595536,16,16.062337
69.635875,16,16.100326
67.085539,16,16.137841
69.168425,16,16.175233
70.165179,16,16.213155
70.232255,16,16.253904
65.143857,15,16.289532
68.358475,16,16.327427
69.001794,16,16.363648
69.93118,16,16.402819
71.316279,16,16.443825
68.578675,16,16.484488
70.200506,16,16.526177
69.474177,16,16.564178
69.904408,16,16.603523
76.320612,18,16.647368
69.977536,16,16.687858
65.349146,15,16.723154
69.234443,16,16.763782
68.600127,16,16.804575
68.231065,16,16.848057
68.638521,16,16.889806
73.841953,17,16.931777
69.765949,16,16.970245
70.325016,16,17.008383
69.920164,16,17.045829
69.692689,16,17.084196
70.191993,16,17.122836
69.101027,16,17.160934
65.339106,15,17.195857
67.9986,16,17.234028
70.188429,16,17.272238
67.951543,16,17.311599
66.395931,16,17.349073
73.423748,17,17.392267
68.191306,16,17.433671
73.138318,17,17.478633
72.955118,18,17.522099
69.379643,16,17.560292
65.282422,15,17.595865
69.733212,16,17.636213
73.816889,17,17.684985
63.752374,15,17.723616
69.67583,16,17.767315
69.582952,16,17.816747
68.304317,16,17.855245
66.475195,18,17.899908
69.758995,16,17.937881
74.419076,17,17.978656
70.010609,16,18.038531
69.895659,16,18.076016
66.882685,16,18.113133
70.198539,16,18.150287
69.049814,16,18.187847
70.021608,16,18.225229
69.756995,16,18.262322
69.019754,16,18.300501
69.608668,16,18.339427
69.725798,16,18.381552
64.460006,19,18.427284
73.927413,17,18.467391
70.356848,16,18.505628
69.816509,16,18.543422
69.608335,16,18.581597
69.829042,16,18.618125
74.998908,17,18.659699
63.933669,15,18.701019
69.769317,16,18.74325
69.593317,16,18.785642
77.109629,19,18.83872
63.504216,15,18.879671
73.483871,17,18.92021
74.381566,17,18.962296
73.39407,17,19.00464
69.646884,16,19.046666
66.862219,16,19.088022
69.235006,16,19.128959
74.915155,17,19.171463
68.268732,16,19.21006
74.700212,17,19.250231
71.296896,17,19.291203
68.348182,16,19.335078
68.903889,16,19.385853
64.03785,15,19.430441
63.982221,15,19.465231
69.117615,16,19.502915
74.664858,17,19.54425
68.484911,16,19.582195
74.883991,17,19.626213
69.058442,16,19.66898
74.610728,17,19.711294
68.765715,16,19.750582
63.936637,15,19.787064
74.713104,17,19.831743
69.365401,16,19.872148
68.629361,16,19.909204
69.05891,16,19.949129
70.392353,16,19.987784
69.164622,16,20.026072
68.311023,16,20.063375
70.230672,16,20.101954
70.130807,16,20.141705
66.919822,16,20.181224
68.547817,16,20.223387
67.130578,16,20.262596
68.340337,16,20.300486
69.75743,16,20.33851
70.031089,16,20.375703
68.327084,16,20.413169
67.946304,16,20.450058
82.460015,21,20.505122
69.749325,16,20.567006
69.580133,16,20.607198
70.248055,16,20.645338
65.590058,15,20.683485
67.213846,16,20.723694
72.76401,17,20.763615
66.940305,16,20.802792
69.118317,16,20.841056
63.903477,15,20.875073
64.179146,15,20.921218
73.225952,17,20.963779
70.330891,16,21.003788
68.054022,16,21.04731
69.53965,16,21.089928
70.265211,16,21.12826
65.061235,15,21.164198
65.441136,15,21.197569
68.582395,16,21.235295
69.902504,16,21.275784
61.731822,15,21.315074
71.955367,17,21.354554
71.109104,17,21.397702
68.061775,16,21.437879
69.476177,16,21.476895
64.362751,15,21.514657
69.56525,16,21.555726
69.107337,16,21.59649
68.417967,16,21.648985
69.766138,16,21.691965
65.286816,15,21.729815
68.174614,16,21.767591
69.586975,16,21.807433
64.378474,15,21.846257
64.23497,15,21.883588
69.161315,16,21.922177
64.921554,15,21.959383
65.319182,15,21.999535
65.461726,15,22.038816
70.475943,16,22.080756
68.647464,16,22.11739
70.246983,16,22.154497
65.063084,15,22.193173
70.06021,16,22.236161
69.790685,16,22.275534
68.048132,16,22.315627
68.491953,16,22.353806
69.122972,16,22.392118
73.299164,17,22.432088
69.249453,16,22.470049
72.266556,17,22.51128
68.894691,16,22.551501
70.174164,16,22.599021
69.769613,16,22.63773
72.796582,17,22.683138
67.420695,16,22.721436
73.062229,17,22.762132
69.443755,16,22.799565
68.33999,18,22.846537
64.740664,15,22.885914
68.175093,16,22.924541
68.886487,16,22.962479
66.74905,16,23.00042
69.440375,16,23.038766
66.505298,16,23.076956
70.070805,16,23.117432
63.218328,15,23.178677
69.063926,16,23.215568
67.963763,16,23.257312
68.868278,16,23.301505
67.311741,16,23.341014
68.119272,16,23.37824
67.931846,16,23.420217
65.073349,15,23.456412
70.204196,16,23.497735
64.738069,15,23.535161
69.923184,16,23.575268
74.630222,17,23.615177
69.109068,16,23.656267
64.611009,15,23.695818
68.704473,16,23.733525
65.930608,15,23.770213
70.303137,16,23.811639
68.243436,16,23.850998
70.093522,16,23.88966
64.554018,15,23.926512
65.475768,15,23.962451
70.186581,16,24.003769
69.546888,16,24.046272
66.594924,16,24.088993
69.533503,16,24.129415
66.92294,16,24.173411
70.095454,16,24.218105
69.804651,16,24.264367
68.682689,16,24.305221
67.994007,16,24.343561
70.384801,16,24.38163
69.583886,16,24.420084
74.411689,17,24.463527
70.402163,16,24.503609
65.643595,15,24.542265
66.03629,15,24.577151
63.538735,15,24.614091
68.563035,16,24.655717
68.434214,16,24.700114
67.938881,16,24.740193
64.975737,15,24.7741
68.455259,16,24.812925
65.533106,15,24.84843
65.754416,15,24.884335
65.316685,15,24.920171
64.531341,15,24.955813
65.170564,15,24.991476
69.461208,16,25.030078
68.539534,16,25.067979
69.675672,16,25.107644
65.824424,16,25.146926
67.306229,16,25.187641
69.92901,16,25.225708
66.880196,16,25.268917
74.814559,17,25.309979
70.119111,16,25.348686
67.940475,16,25.387039
68.447536,16,25.427773
69.117209,16,25.465846
70.334534,16,25.503257
70.066801,16,25.541465
64.518914,15,25.581341
69.188492,16,25.640693
68.862302,16,25.678062
68.282059,16,25.71663
69.07031,16,25.77982
69.999328,16,25.823786
69.989919,16,25.868568
65.319785,15,25.907861
69.527625,16,25.946889
69.830822,16,25.985822
69.818574,16,26.023808
69.313701,16,26.063699
69.513359,16,26.104419
68.860051,16,26.142405
69.990081,16,26.184341
89.519558,23,26.245319
68.855612,16,26.285329
64.652087,15,26.32295
68.827892,16,26.361501
62.652788,15,26.396716
65.324547,15,26.431706
69.809722,16,26.469696
69.415736,16,26.507512
68.79393,16,26.546064
68.680565,16,26.584112
70.387406,16,26.62131
70.076592,16,26.659814
69.263801,16,26.702795
69.612831,16,26.742019
68.461435,16,26.778907
62.186754,15,26.815328
64.127651,15,26.858853
65.319219,15,26.896571
68.89911,16,26.935455
64.948186,15,26.974495
70.270166,16,27.016448
65.373265,15,27.05056
68.823546,16,27.087771
69.886474,16,27.125603
69.865643,16,27.164058
67.32828,16,27.206488
65.072397,15,27.242968
69.256947,16,27.280804
65.096957,15,27.325088
68.540731,16,27.367798
65.391722,15,27.412323
69.763903,16,27.455536
64.629098,15,27.494379
70.10421,16,27.534256
69.870078,16,27.575637
69.32022,16,27.614456
65.319782,15,27.650985
69.545874,16,27.692178
69.486383,16,27.733423
69.349885,16,27.776662
69.668511,16,27.820838
69.815123,16,27.858732
74.323383,17,27.901242
63.775663,15,27.950384
68.449583,16,27.992105
68.924914,16,28.034292
69.862843,16,28.073142
70.08195,16,28.112087
69.458489,16,28.153214
70.13457,16,28.194567
64.718411,15,28.230514
66.640544,16,28.268876
69.448568,16,28.306843
64.063322,15,28.370348
69.719153,16,28.410367
69.993681,16,28.452153
71.650424,17,28.498299
65.136612,15,28.537058
64.967112,15,28.578659
64.278064,15,28.615216
69.899046,16,28.654269
63.280311,15,28.693054
68.334445,16,28.734322
69.615207,16,28.772541
64.378852,15,28.80986
67.756677,16,28.849155
68.133479,16,28.887871
67.902593,16,28.926304
70.205425,16,28.968702
66.234585,16,29.008366
68.207136,16,29.0484
69.059488,16,29.088332
73.121453,17,29.13107
69.364294,16,29.175124
68.054133,16,29.213193
70.047376,16,29.251292
68.643432,16,29.294596
62.637677,15,29.335731
69.090719,17,29.376739
69.009133,16,29.415851
69.113923,16,29.458902
69.629611,16,29.501127
64.92182,15,29.53697
70.437784,16,29.574725
69.948063,16,29.613052
69.095323,16,29.650926
69.234127,16,29.690017
66.867041,16,29.733839
64.315165,15,29.771269
70.131038,16,29.809164
69.980928,16,29.849461
64.873695,15,29.885352
69.91215,16,29.922904
69.023409,16,29.961052
67.404049,16,30.000818
69.170544,16,30.044511
69.74194,16,30.088268
62.272002,15,30.123363
66.712963,16,30.161715
69.995924,16,30.199337
66.725768,16,30.236899
64.582184,15,30.272796
70.160341,16,30.311138
73.894681,17,30.35341
68.845731,16,30.391566
74.104556,17,30.433212
71.971225,17,30.481167
68.59748,16,30.525794
69.141845,16,30.570836
69.846258,16,30.614943
69.012921,16,30.657537
68.903417,16,30.699804
67.548262,16,30.738117
70.023784,16,30.777243
68.812514,16,30.817425
69.943058,16,30.856589
64.831018,15,30.892336
70.014637,16,30.930272
69.720248,16,30.990681
74.30889,17,31.031326
74.703562,17,31.077509
68.529626,16,31.117284
68.301924,16,31.156625
64.855542,15,31.191812
73.322905,17,31.230518
69.257992,16,31.268326
70.113951,16,31.306882
65.412439,15,31.342276
63.275075,15,31.377908
69.172157,16,31.417554
77.357106,19,31.462935
68.936813,16,31.501676
69.754006,16,31.53957
65.759797,15,31.578782
70.142043,16,31.62408
62.275839,15,31.658787
66.601375,16,31.69957
69.030476,16,31.743133
69.03601,16,31.78345
68.592689,16,31.824161
65.591983,15,31.864953
68.873801,16,31.907185
67.096647,16,31.945405
65.330721,15,31.981417
68.985566,16,32.02368
65.945611,15,32.060302
64.83783,15,32.101132
68.38551,16,32.142154
69.420182,16,32.181285
69.369232,16,32.220062
66.089878,15,32.256212
69.851562,16,32.297443
69.868673,16,32.338264
68.716182,16,32.376151
68.055137,16,32.414904
69.917063,16,32.456261
65.818347,16,32.494808
70.322602,16,32.53691
68.313919,16,32.574769
69.759204,16,32.612087
68.875029,16,32.65297
64.298043,15,32.692788
68.833905,16,32.731492
69.844251,16,32.776001
69.603783,16,32.818769
63.781717,15,32.857007
69.379772,16,32.89617
63.778251,15,32.937629
64.267738,15,32.974397
65.636401,15,33.010164
68.546571,16,33.047819
74.540448,17,33.091017
69.23266,16,33.129767
69.149053,16,33.166013
67.059944,16,33.204502
68.134443,16,33.243464
75.048472,17,33.283614
66.279244,18,33.328174
63.837556,15,33.363945
63.929086,15,33.399865
64.992621,15,33.437024
69.298164,16,33.47415
69.180324,16,33.537717
64.3626,15,33.575571
70.289173,16,33.61586
68.260024,16,33.653189
63.81865,15,33.696504
69.792302,16,33.740243
65.609688,15,33.776774
68.077074,16,33.817561
69.63499,16,33.860959
68.525896,16,33.900215
66.804049,16,33.937767
70.387897,16,33.973714
73.997352,17,34.013507
74.115927,17,34.054407
69.445436,16,34.092276
69.892175,16,34.129614
68.953668,16,34.167681
69.810892,16,34.207724
69.451929,16,34.251106
66.18308,16,34.301054
69.675991,16,34.348391
69.926866,16,34.386318
63.691571,15,34.422571
63.513986,15,34.458684
62.022345,15,34.494474
69.877387,16,34.532634
64.6704,15,34.567393
69.370137,16,34.608768
69.572384,16,34.651131
67.961522,16,34.695328
72.253916,18,34.739434
68.144149,16,34.778429
64.735145,15,34.817462
66.945925,16,34.855512
64.321637,15,34.890767
69.937798,16,34.92917
69.154068,16,34.967412
70.211586,16,35.005487
68.1623,16,35.043413
66.313604,16,35.086231
69.474337,16,35.129721
68.018177,16,35.169414
68.118083,16,35.206402
64.919467,15,35.243044
66.676051,16,35.282187
67.718815,16,35.323283
78.653415,20,35.375526
68.541698,16,35.414882
67.348545,16,35.452418
65.188098,15,35.489586
69.259037,16,35.527414
69.218959,16,35.566487
69.725263,16,35.607175
63.832999,15,35.645253
68.451643,16,35.684515
64.525458,15,35.720393
70.468805,16,35.759091
69.305927,16,35.79864
73.931422,17,35.844476
67.825277,16,35.888731
71.500043,17,35.935641
66.110797,15,35.974974
69.299162,16,36.015015
67.950751,16,36.05493
64.067545,15,36.113135
65.895034,15,36.1485
65.213461,15,36.187093
68.265398,16,36.225729
68.832967,16,36.263663
69.102465,16,36.301033
69.14061,16,36.338438
77.328844,19,36.388088
64.016795,15,36.424659
68.3032,16,36.46445
68.188764,16,36.501807
70.143574,16,36.541088
74.750702,17,36.580991
70.002085,16,36.619159
69.355492,16,36.656951
65.232162,15,36.694798
69.217489,16,36.732352
73.315481,17,36.77212
62.301644,15,36.816906
67.826602,16,36.863645
63.738037,15,36.910079
67.209475,16,36.951433
63.656023,15,36.988947
63.576422,15,37.029859
62.489943,15,37.0721
67.321765,16,37.11234
74.098596,17,37.15421
67.53644,16,37.192827
68.164622,16,37.229861
69.117317,16,37.269125
68.431992,16,37.310827
73.578271,17,37.351846
68.906141,16,37.390212
68.608748,16,37.43311
69.437153,16,37.479567
64.123916,15,37.514073
64.99949,15,37.549761
64.517427,15,37.588327
72.168648,17,37.629162
68.081399,16,37.667803
69.774395,16,37.711395
69.085045,16,37.752876
73.305894,17,37.801958
67.529769,16,37.845203
63.885135,15,37.881286
71.471903,18,37.930188
69.299821,16,37.982616
68.759393,16,38.020396
68.122811,16,38.059484
68.989568,16,38.097557
73.679825,17,38.138229
65.303287,15,38.173312
68.499752,16,38.211752
68.900642,16,38.249198
61.187798,15,38.284717
69.041837,16,38.325802
65.218329,15,38.363785
80.723207,20,38.413363
69.481962,16,38.451599
63.288233,15,38.488584
63.171192,15,38.527768
67.951396,16,38.572061
74.433641,17,38.615384
69.305534,16,38.653347
65.54477,15,38.693983
65.076425,15,38.754225
64.029616,15,38.790273
69.578322,16,38.833231
68.056476,16,38.871449
65.077459,15,38.909784
69.939596,16,38.949522
62.212395,15,38.985371
70.390799,16,39.025864
69.430346,16,39.06472
63.794848,15,39.099827
64.608007,15,39.137908
64.613299,15,39.172295
68.690066,16,39.209262
66.258871,16,39.246947
68.37156,16,39.285017
68.869866,16,39.324688
64.452466,15,39.36956
67.166703,16,39.408115
69.907977,16,39.446894
70.258996,16,39.48814
69.881941,16,39.526668
69.163898,16,39.572087
74.800194,17,39.613771
65.119891,15,39.649625
69.529863,16,39.689934
69.672123,16,39.732833
68.690349,16,39.775705
64.467538,15,39.811218
66.954768,16,39.854513
69.050452,16,39.895044
69.765413,16,39.933182
63.895301,15,39.967818
69.781338,16,40.005116
68.675945,16,40.047547
68.98935,16,40.095463
66.886806,16,40.13688
68.618047,16,40.176004
66.45489,16,40.218951
65.235869,15,40.259829
69.137386,16,40.300214
64.753218,15,40.336608
68.722746,16,40.374474
70.190809,16,40.411817
69.135625,16,40.450601
63.702492,15,40.485379
67.230437,16,40.523742
69.706084,16,40.561748
68.505116,16,40.598756
68.709277,16,40.638664
65.539448,15,40.675754
71.136248,18,40.725047
66.878061,16,40.763217
70.937252,17,40.809463
70.008601,16,40.847975
62.771199,15,40.882768
68.596332,16,40.920844
65.46081,15,40.956609
74.730185,17,40.995414
64.430148,15,41.031319
70.283808,16,41.070257
70.128186,16,41.10832
62.276137,15,41.146463
70.059818,16,41.191371
69.6653,16,41.231293
67.939072,16,41.291668
66.840464,16,41.329805
70.046318,16,41.370262
68.620697,16,41.407954
68.562424,16,41.444637
65.404557,15,41.486661
70.116818,16,41.527333
69.673777,16,41.566173
64.524089,15,41.601636
63.039638,15,41.636942
69.556527,16,41.68081
69.209224,16,41.724875
65.262814,15,41.760432
64.138828,15,41.795061
69.677352,16,41.834542
68.414722,16,41.87354
65.194177,15,41.909021
64.734737,15,41.944353
68.789937,16,41.981315
68.462967,16,42.021812
69.946037,16,42.062579
68.371059,16,42.100064
64.860041,15,42.137022
68.933883,16,42.175395
69.702958,16,42.221722
72.572233,19,42.269378
69.332096,16,42.307754
68.431112,16,42.350431
75.671186,18,42.395679
69.809143,16,42.43452
70.762212,17,42.474211
65.058415,15,42.509053
63.334466,15,42.547363
68.631399,16,42.585966
69.808768,16,42.623176
69.447907,16,42.660972
73.987906,17,42.702135
66.642648,16,42.743398
68.305907,16,42.782415
69.478362,16,42.826601
69.992901,16,42.869375
64.810371,15,42.90711
64.698725,15,42.949395
69.633579,16,42.98695
73.314545,17,43.027457
69.817866,16,43.066092
69.114701,16,43.103833
64.036964,15,43.140946
69.611024,16,43.178546
63.595612,15,43.213643
69.604784,16,43.256365
62.47705,15,43.300238
68.743834,16,43.341163
69.41058,16,43.381601
70.221645,16,43.421487
68.8197,16,43.463912
73.605571,17,43.511531
69.103321,16,43.553901
63.512131,15,43.592011
69.060053,16,43.630247
66.760694,16,43.67051
68.93198,16,43.709477
68.735233,16,43.748042
68.548369,16,43.78755
62.588259,15,43.825568
69.541554,16,43.889305
63.241499,15,43.924684
63.929439,15,43.958899
68.196227,16,43.999753
69.045313,16,44.040709
70.265176,16,44.078191
68.839184,16,44.118915
63.703735,15,44.153786
68.299447,16,44.193326
69.514506,16,44.230095
68.2527,16,44.269656
68.379476,16,44.310482
67.803715,16,44.351291
69.250139,16,44.392822
69.554399,16,44.433533
65.356629,15,44.472505
64.037349,15,44.509364
64.004085,15,44.546445
71.34922,17,44.588535
69.070953,16,44.628832
69.339115,16,44.67539
65.544781,15,44.726953
67.14043,16,44.768504
64.426556,15,44.805977
68.229399,16,44.851868
73.924875,17,44.896938
69.191271,16,44.936213
69.702968,16,44.976651
69.774366,16,45.015335
68.996851,16,45.056583
69.233474,16,45.098665
69.195371,16,45.135847
68.662914,16,45.175988
68.981347,16,45.21439
64.855247,15,45.25082
64.880409,15,45.290211
68.955354,16,45.328877
68.417768,16,45.367486
69.16462,16,45.406967
69.867262,16,45.446156
69.573575,16,45.484659
65.100771,15,45.523082
69.999913,16,45.561528
70.038062,16,45.599716
64.156727,15,45.635066
69.962203,16,45.678397
64.683417,15,45.713032
69.360493,16,45.752987
68.108318,16,45.79303
64.410215,15,45.829136
68.311537,16,45.868074
65.414194,15,45.907503
69.2336,16,45.944357
65.296174,15,45.979373
69.736027,16,46.016857
68.242439,16,46.055424
67.925685,16,46.093739
65.232221,15,46.129146
68.074145,16,46.166685
73.860424,17,46.20769
65.193175,15,46.243054
65.173419,15,46.277906
69.018233,16,46.315262
68.935602,16,46.352596
68.202762,16,46.390177
65.444078,15,46.449709
70.358979,16,46.495079
69.752836,16,46.536541
64.310863,15,46.575509
70.228825,16,46.619902
69.794076,16,46.668191
72.888129,17,46.709562
72.456732,17,46.750231
68.32408,16,46.789198
65.630141,15,46.825817
62.263061,15,46.861926
68.662957,16,46.899467
69.112032,16,46.938111
69.854312,16,46.975373
68.24023,16,47.016523
69.934171,16,47.056133
65.12729,15,47.091569
69.431122,16,47.130279
68.206326,16,47.168094
63.395017,15,47.202449
64.084693,15,47.237146
68.353237,16,47.275611
64.103861,15,47.311161
70.372456,16,47.34895
69.72629,16,47.388631
67.536901,16,47.427
68.679109,16,47.46848
69.59602,16,47.515313
64.284987,15,47.551004
69.941421,16,47.59195
64.237211,15,47.627798
69.209362,16,47.668551
69.268014,16,47.70683
69.553428,16,47.745329
68.348881,16,47.796182
69.049495,16,47.839582
69.467271,16,47.877352
63.219019,15,47.911757
70.103991,16,47.951419
62.054125,15,47.991311
72.318078,17,48.040479
68.033645,16,48.079922
65.050821,15,48.11617
68.752706,16,48.15474
69.873331,16,48.192321
67.814094,16,48.230851
65.212981,15,48.26836
