#{"t_start": 1744223519.426337, "env_id": "Humanoid-v5"}
r,l,t
70.254231,17,12.345387
82.131007,20,12.393922
68.849196,16,12.43158
108.034426,25,12.493083
133.492043,29,12.565247
99.486703,23,12.623536
72.714524,18,12.672033
71.568374,17,12.718539
104.150264,25,12.781421
93.038221,21,12.830405
121.828838,27,12.899161
105.769724,24,12.956896
70.45317,16,12.995438
72.498997,18,13.045208
81.85568,20,13.095273
86.926567,21,13.148753
74.577309,17,13.192427
162.967302,36,13.289231
132.95233,30,13.374583
83.154758,20,13.431748
77.456717,19,13.478795
116.948191,26,13.546482
83.587856,20,13.597556
77.737634,19,13.644079
95.565128,21,13.693107
102.406792,25,13.753262
95.730196,23,13.80811
105.571951,25,13.876506
74.153926,18,13.922765
84.286289,22,13.980552
76.030002,17,14.020524
71.881499,17,14.06111
102.108066,25,14.121016
101.30008,24,14.178017
69.713662,16,14.215913
73.498049,17,14.2864
95.782256,21,14.339527
124.961447,30,14.410824
101.422639,24,14.476696
106.81388,24,14.539783
107.894618,26,14.602726
94.741814,22,14.65828
79.112299,18,14.702096
159.156389,33,14.783032
86.867993,20,14.831398
92.322313,22,14.884812
104.483387,24,14.942009
122.22109,27,15.010796
117.549399,27,15.076036
87.505128,21,15.12824
94.880114,23,15.190753
106.067672,24,15.249143
82.2619,19,15.29491
94.342998,24,15.359721
101.494856,23,15.419906
127.020091,29,15.507594
131.534076,27,15.573582
150.454832,34,15.663073
70.714607,16,15.701847
125.222011,29,15.772546
85.914065,21,15.824849
85.460512,19,15.870655
98.852398,23,15.925596
111.117001,26,15.988968
89.801559,20,16.037662
94.426943,23,16.096051
144.831374,34,16.191916
160.098491,35,16.284479
108.201899,26,16.352437
97.390507,23,16.414727
145.772877,33,16.496407
106.009107,24,16.553987
129.053698,31,16.633729
125.892538,28,16.701557
206.442334,42,16.815912
70.696807,16,16.853791
98.636881,22,16.90644
104.535026,25,16.965875
156.454891,31,17.045585
92.592651,22,17.101696
151.576541,35,17.18791
71.571738,16,17.224716
113.843823,27,17.289454
130.056164,28,17.356603
161.936272,35,17.444643
146.731848,35,17.538322
140.154626,33,17.623422
87.473049,21,17.682336
158.223722,34,17.768694
99.448844,26,17.83062
106.160989,26,17.895373
126.028282,27,17.961818
119.630801,28,18.033052
125.492274,32,18.112358
88.947649,23,18.177954
81.355191,20,18.226408
89.290593,21,18.275666
70.009171,16,18.313096
111.359825,24,18.371301
114.053362,26,18.434814
137.113197,30,18.507568
136.09416,31,18.585723
114.098123,26,18.653409
97.735296,22,18.71026
156.87507,34,18.795415
147.872928,33,18.875933
71.401263,16,18.914307
128.228938,28,18.981636
150.252245,33,19.061913
120.656516,26,19.124487
107.093492,25,19.184271
162.875627,37,19.2774
126.634368,27,19.343058
74.455031,17,19.383159
169.91798,38,19.518747
106.601436,24,19.582697
143.461512,33,19.665654
152.853347,34,19.753331
134.368488,33,19.835267
88.569681,22,19.888574
80.592255,18,19.931077
71.150095,17,19.972105
139.557262,30,20.047842
181.138227,44,20.160231
113.661937,27,20.228975
143.965651,32,20.310869
186.022066,45,20.424202
101.8022,23,20.481396
185.051655,44,20.597945
145.868523,32,20.675975
153.767969,34,20.76009
143.738189,30,20.838418
138.755191,33,20.917932
95.917091,23,20.975847
95.376344,22,21.027876
178.45678,43,21.142025
142.172856,32,21.227335
142.697096,31,21.30209
117.729521,26,21.367822
118.104137,27,21.434747
91.277638,22,21.486969
94.692703,22,21.538376
164.634189,36,21.637155
104.666564,24,21.698292
202.218216,44,21.811905
107.572006,25,21.877153
126.600468,28,21.945991
175.106842,40,22.04546
138.522741,31,22.123167
99.327603,24,22.185381
101.185355,23,22.239488
153.788038,33,22.327229
137.389696,32,22.413827
100.799841,24,22.47293
93.162766,23,22.528431
143.883961,32,22.613076
130.192758,30,22.691571
133.394859,33,22.787358
77.136072,19,22.839044
86.689981,22,22.89092
92.262103,21,22.942837
103.572157,24,23.000543
80.332455,22,23.054431
105.044395,25,23.114982
142.623443,32,23.196156
165.731679,35,23.283333
90.232182,22,23.339523
156.691764,37,23.431326
119.543123,27,23.503736
103.177787,23,23.557818
91.935784,21,23.608788
89.869135,21,23.659196
147.846782,31,23.734741
98.881889,23,23.78834
122.093167,29,23.872102
157.647369,36,23.962975
129.898721,30,24.036954
115.113632,26,24.098222
138.211349,34,24.193446
170.614504,38,24.291949
149.472698,36,24.384301
104.610781,26,24.45012
107.027338,26,24.518919
112.356835,25,24.579728
90.449762,21,24.631043
199.340724,45,24.770324
156.629006,39,24.865501
104.176389,24,24.923093
134.640353,31,24.997221
96.522651,23,25.054993
157.686999,35,25.141511
151.44615,36,25.236648
92.915914,21,25.286948
97.663201,23,25.343122
134.576894,30,25.425507
152.159466,35,25.514395
131.830324,30,25.591076
183.702224,42,25.695512
140.130993,33,25.778443
152.124482,35,25.872481
151.013227,36,25.969046
99.521139,23,26.027654
108.181666,27,26.097394
121.134908,27,26.175269
103.065684,24,26.233078
141.941408,32,26.314225
147.836882,33,26.397436
89.106311,21,26.44905
156.790618,36,26.535846
145.133673,33,26.62853
122.910917,27,26.697922
152.293862,33,26.778268
98.682759,23,26.833984
130.353039,32,26.914005
111.265717,26,26.9793
144.807014,36,27.07321
100.894936,23,27.128616
85.505499,20,27.179573
164.904385,41,27.281594
163.450477,37,27.374256
107.4285,26,27.444514
122.052534,27,27.51407
136.625068,31,27.592443
101.127825,23,27.649324
93.529732,22,27.708325
143.545545,31,27.785021
118.460619,29,27.854611
119.433353,26,27.920091
119.586253,27,27.987319
154.015576,34,28.073028
127.777098,28,28.139667
71.727927,19,28.184435
155.617189,35,28.280684
125.212329,29,28.352271
110.293008,25,28.413991
129.644704,33,28.500596
115.979283,27,28.565331
124.947833,28,28.634041
154.472889,37,28.726663
146.144669,35,28.822903
112.481908,26,28.888258
120.30221,28,28.96456
167.43901,38,29.064136
109.613145,25,29.136369
163.58956,35,29.228559
122.255783,28,29.303445
144.372065,33,29.385602
144.788472,34,29.477885
118.020492,26,29.54476
100.915316,23,29.600149
104.152353,24,29.661604
111.318705,25,29.724894
115.488792,28,29.795069
181.858845,40,29.9251
102.908665,24,29.98544
164.872425,38,30.077221
173.01638,41,30.177481
106.736701,25,30.245728
159.899516,38,30.348347
142.671876,36,30.443006
115.510416,26,30.509072
142.146181,33,30.597454
97.575069,24,30.671469
139.369825,30,30.747073
108.570656,25,30.810702
168.31359,39,30.920075
168.690572,39,31.020917
133.246821,30,31.097607
102.921624,24,31.156228
103.801726,24,31.215678
108.072504,24,31.271955
123.38984,29,31.342858
112.537483,27,31.418926
138.887358,32,31.501592
116.634837,27,31.581002
120.085724,29,31.662898
141.559864,32,31.748096
139.736901,32,31.833879
154.507837,37,31.937742
130.0718,30,32.018587
113.653818,26,32.088766
159.975193,36,32.18344
120.278196,27,32.250429
136.03739,30,32.327085
164.118646,36,32.422482
138.149682,30,32.502053
159.559228,41,32.605406
159.264089,37,32.702487
124.120544,27,32.772299
189.471545,42,32.888499
113.868877,26,32.963537
102.459552,24,33.024003
157.682685,36,33.114793
119.742928,27,33.191
139.505948,35,33.278797
145.936872,33,33.367108
142.320506,31,33.445219
128.676236,31,33.528953
124.655772,30,33.601901
110.49577,26,33.667833
145.545213,32,33.747805
130.654892,29,33.823996
197.557788,43,33.933836
134.579178,30,34.011654
120.424456,27,34.083432
108.605693,26,34.166689
116.04853,26,34.230912
111.747094,25,34.298431
101.030532,24,34.356482
121.894563,28,34.427111
172.905541,39,34.525636
164.470362,37,34.620498
94.864114,24,34.68031
135.751478,31,34.757751
149.743585,33,34.842294
84.532365,21,34.894241
89.748339,22,34.946748
164.542167,39,35.043107
155.43332,34,35.129802
99.593042,24,35.188968
116.293943,26,35.281208
110.983202,26,35.344276
102.851503,24,35.4146
202.337216,47,35.542429
216.002254,44,35.658411
117.118133,27,35.725054
178.240444,41,35.827999
91.379677,22,35.881671
145.420727,33,35.966124
131.49192,29,36.039122
138.574311,32,36.119839
151.133949,33,36.206587
169.946359,40,36.309258
103.899841,24,36.369599
127.357135,29,36.445321
168.981878,39,36.545033
153.803117,35,36.633878
151.507639,33,36.723908
204.239324,45,36.837304
146.834631,32,36.918148
150.520115,34,37.002992
121.776136,27,37.074938
153.468379,33,37.156521
105.570784,25,37.220346
166.89989,36,37.314432
70.145007,16,37.352846
141.587691,33,37.438319
124.33492,29,37.510476
102.183055,24,37.572679
127.656023,30,37.651847
101.387747,23,37.708001
111.639054,26,37.774421
111.725987,26,37.838389
181.759996,39,37.937466
126.653142,29,38.00991
169.421017,39,38.107942
192.393276,43,38.215714
106.530678,25,38.277955
125.167321,29,38.356048
130.167296,31,38.434037
158.584063,36,38.528985
98.94381,23,38.591167
171.913936,41,38.702229
122.174327,28,38.77498
115.774108,27,38.840975
159.181865,35,38.925538
147.673529,32,39.009706
112.459779,27,39.078092
171.710327,41,39.1822
87.833137,21,39.238472
130.962181,29,39.31424
92.582706,22,39.371892
111.45369,25,39.439189
113.569676,27,39.511233
112.011643,27,39.579285
149.822926,33,39.661415
98.801995,24,39.721214
97.338663,22,39.776053
120.334489,27,39.845331
98.616943,23,39.903724
116.799997,27,39.97062
121.91642,26,40.033443
146.227641,32,40.113514
149.777952,33,40.196772
156.609511,33,40.278982
174.166453,38,40.375396
150.740065,35,40.470069
138.286452,32,40.579132
166.736936,38,40.674202
88.22804,22,40.727477
167.337034,36,40.818109
122.042717,28,40.885656
149.33561,33,40.969871
103.050557,25,41.0336
139.8295,31,41.115861
165.622517,36,41.211324
114.908638,27,41.283049
106.680887,24,41.345378
131.05843,29,41.42108
118.952024,27,41.495095
130.228408,28,41.568672
89.524908,21,41.626049
132.049381,30,41.702557
131.923399,29,41.794237
184.834491,40,41.90341
98.950431,24,41.970311
103.424402,24,42.033385
93.285711,23,42.092289
141.453888,32,42.173696
115.513019,25,42.23693
126.477284,29,42.310634
128.992658,30,42.389509
165.68789,40,42.493032
185.200667,42,42.607695
175.201883,40,42.71499
115.997566,27,42.782811
132.067173,30,42.858884
105.510452,24,42.918182
201.302542,46,43.037143
115.074157,26,43.103812
122.591879,30,43.176157
174.52311,39,43.275222
132.855223,30,43.350197
110.974727,25,43.415799
93.705955,22,43.469944
129.191959,30,43.545681
106.373021,25,43.608491
113.46303,27,43.679645
100.796283,23,43.73576
106.104179,25,43.798233
94.596781,22,43.856339
101.564714,23,43.918622
107.443749,25,43.981149
124.438266,28,44.050462
97.18964,23,44.106711
171.299034,37,44.203546
110.688302,25,44.264518
130.636156,30,44.340368
147.065311,32,44.420524
94.384836,22,44.476692
133.467348,33,44.558504
111.915788,27,44.62642
117.34751,29,44.70285
86.338296,21,44.754373
110.977835,25,44.815123
146.653923,33,44.898764
150.953113,35,44.994042
143.859249,33,45.088686
115.39967,27,45.159087
115.666931,28,45.236369
151.698968,33,45.323514
135.008159,32,45.407986
101.906128,23,45.468313
95.032206,22,45.527022
135.83445,30,45.599914
183.115287,44,45.715218
136.961348,32,45.804802
121.946677,28,45.901798
101.280711,24,45.959272
160.116627,36,46.055677
92.70396,22,46.109756
109.134363,25,46.172808
163.398096,37,46.271188
116.558354,27,46.338542
87.986089,21,46.390817
91.607401,22,46.445302
149.499559,33,46.528592
112.097892,26,46.595929
120.508408,29,46.666834
96.887694,22,46.725776
116.387956,26,46.795308
125.632182,29,46.867859
118.403107,27,46.935906
150.964261,33,47.017683
105.871567,25,47.080389
139.530528,31,47.159099
119.428936,27,47.226871
94.764456,22,47.281409
135.625546,29,47.354716
100.280807,24,47.412658
125.627975,28,47.483176
140.381419,32,47.56461
181.470959,42,47.669097
122.250428,29,47.740633
129.515659,30,47.81409
122.968704,28,47.885842
81.959169,19,47.929941
103.333595,24,47.988242
91.504601,21,48.039453
157.526921,39,48.139281
90.478438,21,48.20141
84.123962,20,48.255722
135.384173,30,48.334837
162.45298,38,48.437406
88.987984,20,48.485239
118.82195,27,48.551207
93.220786,23,48.607671
95.736419,22,48.660599
138.400978,34,48.744847
120.442855,27,48.81115
120.981967,27,48.877868
118.709454,27,48.945166
151.033012,33,49.025328
79.913715,20,49.074033
136.153583,32,49.1616
95.86006,22,49.217117
84.019675,20,49.265956
131.465398,31,49.348016
168.90129,37,49.454764
123.193264,29,49.529778
125.663904,30,49.605079
101.093187,24,49.664198
108.549727,25,49.731984
147.432706,34,49.819624
124.265051,28,49.891823
96.513033,23,49.952327
96.065388,23,50.010359
119.731679,27,50.080155
96.565458,22,50.141587
136.502641,33,50.225941
101.427247,24,50.295612
137.544248,31,50.373919
104.097323,25,50.435889
95.767894,23,50.496608
142.991351,32,50.578193
120.145305,27,50.646132
141.913273,32,50.726498
103.165927,25,50.792148
139.074839,32,50.874865
86.746937,21,50.933471
105.073699,24,50.992667
128.358333,31,51.076014
135.080769,30,51.178059
122.963742,27,51.245803
119.601558,27,51.312134
104.983166,24,51.376368
102.469205,24,51.438305
130.870454,30,51.51793
128.797965,31,51.604346
104.15944,25,51.664638
84.363915,20,51.713191
96.072215,22,51.776968
97.938027,23,51.836023
140.772259,33,51.922834
169.236043,40,52.025822
111.841848,25,52.09017
99.803175,23,52.147868
116.79097,27,52.214364
115.627219,27,52.282456
113.300674,26,52.348258
101.361721,24,52.410071
146.841424,33,52.4988
118.709803,28,52.569494
141.395309,33,52.656812
95.17839,22,52.712057
76.661265,18,52.757166
92.429412,22,52.817208
102.350057,24,52.876339
103.328367,24,52.933712
104.435918,24,52.997456
154.536112,36,53.096551
100.216605,23,53.155358
94.536574,22,53.209679
104.116507,24,53.269598
63.829918,15,53.304532
93.735103,22,53.357045
113.089247,26,53.427176
130.766478,30,53.507096
122.441778,27,53.576569
100.875665,24,53.635465
97.6923,23,53.696668
147.594622,32,53.777078
113.033191,26,53.852072
98.308749,23,53.917362
102.961677,24,53.976737
122.093959,27,54.048596
101.835396,23,54.104549
101.193731,23,54.163739
94.50112,22,54.226326
106.129741,25,54.28957
133.816748,30,54.369568
136.422433,30,54.44568
78.955779,19,54.491744
122.48418,29,54.569881
75.936657,18,54.616442
99.798029,23,54.676302
90.490285,22,54.73786
110.97876,26,54.803295
176.994002,38,54.901488
134.324707,30,54.97654
95.272022,23,55.033668
86.835396,20,55.083542
162.924971,37,55.18227
104.776868,24,55.245492
123.936333,28,55.319453
127.882422,29,55.404617
108.857188,25,55.468364
149.102255,33,55.553181
88.802463,21,55.605392
93.898092,23,55.661897
137.659891,31,55.740805
98.105921,23,55.800506
86.548985,21,55.857788
95.884926,23,55.91577
91.014828,23,55.972823
108.160276,25,56.035935
75.354186,18,56.080621
105.749591,25,56.145158
106.900519,25,56.205455
113.882157,26,56.269522
93.460845,22,56.326293
91.441627,21,56.378707
94.703336,22,56.460611
96.409081,23,56.517321
105.88893,24,56.575688
134.140102,32,56.652618
131.177454,30,56.72478
131.507631,30,56.797277
130.68587,30,56.876745
107.404506,24,56.937354
118.226381,27,57.005272
125.55123,29,57.084301
87.073404,20,57.133511
141.162211,31,57.21231
124.134714,28,57.283298
97.232413,23,57.341963
87.78485,21,57.396629
110.349458,25,57.460284
154.299862,35,57.548841
78.302054,19,57.594209
137.460182,32,57.676495
121.988424,29,57.756178
95.225403,22,57.8189
87.812412,21,57.872871
106.371647,25,57.942543
117.390568,26,58.008522
149.758584,33,58.090985
125.747508,30,58.165255
132.779358,30,58.24348
93.499872,23,58.302616
91.523297,21,58.356454
117.942813,27,58.430529
143.994652,32,58.51197
141.110917,31,58.597117
138.890269,31,58.684895
114.490651,27,58.752804
87.351373,21,58.80887
105.975534,24,58.872107
125.187801,30,58.949283
79.097022,19,58.995636
99.427648,23,59.055252
104.338118,24,59.113724
91.152446,22,59.167073
150.397404,33,59.255147
102.331507,24,59.315065
128.950099,29,59.397983
90.893949,22,59.454458
116.419277,26,59.519402
80.433967,19,59.566388
110.350357,25,59.627472
112.186715,26,59.692561
127.96567,31,59.769983
125.632631,29,59.842306
84.93385,21,59.894411
119.110068,28,59.964669
101.357026,24,60.026648
114.296866,26,60.090827
97.098633,22,60.144307
113.767238,26,60.207667
130.008097,29,60.291377
115.098305,26,60.357082
96.314982,23,60.417613
89.860845,21,60.470194
129.647413,29,60.550897
104.412885,24,60.613812
65.686094,15,60.650752
104.043643,24,60.71278
109.509354,25,60.775248
95.228936,22,60.829842
122.897058,28,60.904931
106.953689,24,60.975791
96.849518,23,61.04373
111.291341,27,61.119822
135.60588,30,61.202908
97.838195,23,61.26231
112.59003,26,61.328498
114.73327,25,61.388386
94.424486,22,61.444337
87.065272,21,61.495978
100.76136,23,61.553208
117.868743,27,61.624126
97.924253,23,61.68152
122.527796,27,61.776416
68.077405,17,61.815768
101.333276,24,61.874834
122.852885,27,61.943007
122.316644,28,62.012871
105.949493,25,62.07601
136.330584,30,62.158633
122.473594,28,62.227251
104.809336,24,62.287092
72.943208,18,62.332596
105.73821,24,62.392206
76.929506,20,62.445388
124.41538,28,62.517237
62.650923,15,62.554142
89.81398,21,62.606171
104.108476,24,62.668692
105.70049,24,62.726898
87.201461,21,62.781937
101.63846,23,62.83852
118.626892,27,62.906146
145.667259,31,62.98519
130.028093,29,63.056792
118.973169,28,63.12847
100.964454,24,63.191863
128.95031,29,63.266518
126.35605,29,63.33961
92.610922,22,63.395002
105.339463,25,63.457979
102.086997,24,63.518254
82.912353,20,63.571314
129.774735,29,63.645054
120.13336,29,63.720063
129.403777,28,63.790987
92.599949,22,63.854585
81.318162,20,63.914397
109.494402,25,63.978439
98.372426,23,64.039287
92.212119,22,64.092886
129.363569,29,64.190175
123.850265,28,64.269254
91.22084,21,64.32664
118.510798,27,64.399797
99.70544,23,64.46261
110.957094,26,64.528226
93.402642,22,64.583918
98.07826,23,64.639607
74.864218,18,64.683872
92.965779,22,64.739189
88.021733,21,64.794684
93.71147,22,64.850211
102.509451,24,64.915235
134.496996,30,64.992169
93.335718,22,65.047422
100.157879,23,65.107987
66.171798,15,65.145451
138.873862,31,65.223497
130.625809,30,65.302248
132.821916,29,65.380367
112.863164,25,65.44914
113.844392,26,65.516517
143.963587,32,65.595741
89.305638,22,65.652798
122.683794,28,65.724414
97.848271,23,65.782604
109.85804,25,65.848698
97.069256,22,65.905773
136.314675,30,65.981657
132.884579,30,66.0654
120.246139,27,66.131998
90.425091,21,66.18364
88.196589,21,66.237147
103.7805,24,66.30367
139.358927,32,66.389341
137.832867,32,66.472846
97.242247,23,66.532041
111.580274,25,66.601328
88.548874,22,66.658036
102.338912,24,66.718223
101.454663,24,66.781739
126.122951,29,66.864383
139.210842,31,66.952052
106.01412,25,67.016571
120.686339,27,67.11456
100.110693,23,67.1702
100.103895,23,67.227463
103.715813,24,67.287896
91.310261,23,67.349064
116.870591,26,67.420512
120.384337,28,67.500901
94.172065,22,67.560851
95.217137,22,67.614215
104.844425,25,67.676848
127.846156,29,67.751719
111.392747,26,67.818061
136.145472,30,67.895174
122.267877,28,67.965925
143.956965,31,68.044283
114.804027,26,68.109854
139.841409,31,68.187767
105.950009,24,68.248051
101.624002,24,68.309123
98.88287,23,68.3697
116.057628,26,68.436796
85.943983,20,68.491084
128.85584,29,68.566233
109.521129,25,68.629086
131.30374,29,68.703712
108.394537,25,68.766052
97.949319,23,68.836787
95.162282,22,68.891582
127.588475,29,68.965589
103.263223,25,69.029645
128.172427,29,69.107155
117.335996,27,69.175782
109.289223,25,69.240015
145.340454,32,69.322317
125.635935,29,69.395033
95.454487,23,69.453068
114.939237,27,69.526672
90.713089,22,69.585933
81.035864,20,69.636353
91.29629,21,69.695023
131.333996,30,69.779679
85.354165,21,69.831599
128.023611,29,69.906543
106.612684,24,69.967249
91.793252,22,70.023862
104.493862,24,70.087691
105.185905,25,70.151056
115.195034,26,70.216592
110.664027,26,70.282694
96.854141,23,70.346876
119.407664,27,70.415394
75.331224,18,70.462229
79.561835,19,70.509886
94.447459,23,70.571867
88.817405,21,70.630136
125.518985,28,70.706923
134.682348,30,70.789242
106.328653,24,70.850069
91.949238,22,70.904655
129.597465,29,70.978003
131.519574,30,71.05497
121.762317,27,71.124302
100.049911,24,71.187456
104.383045,24,71.255028
101.618013,24,71.314986
83.710704,20,71.36446
90.179627,21,71.416967
141.586495,32,71.499809
109.958579,25,71.564208
94.030405,22,71.619349
124.383037,27,71.690727
96.151587,22,71.753584
116.817831,27,71.819142
88.601673,21,71.869466
93.481751,22,71.924368
104.49183,24,71.984478
128.060886,29,72.05861
102.501293,24,72.122921
119.10431,27,72.189642
95.488839,23,72.249977
109.351819,25,72.315858
95.04268,22,72.370338
108.557584,25,72.462104
123.298019,28,72.534318
124.174729,27,72.601274
157.079711,34,72.684196
98.257316,23,72.74107
112.821996,26,72.807797
113.720225,26,72.87422
134.044414,29,72.94689
119.792029,27,73.01848
168.215782,37,73.115419
120.211526,27,73.183958
123.017781,28,73.257162
82.408162,20,73.314542
102.469681,24,73.377203
65.16053,16,73.416566
103.593012,24,73.477119
80.050956,19,73.524266
115.385796,26,73.59073
126.274613,28,73.665846
112.603828,26,73.731478
86.710886,21,73.793736
122.176025,28,73.873935
107.001427,24,73.945036
126.710103,29,74.015434
112.971943,26,74.081877
123.758383,28,74.153962
95.009078,22,74.209357
95.081427,22,74.263657
109.335302,25,74.327994
101.750174,24,74.390023
132.267118,30,74.465322
147.685701,33,74.549665
77.978055,19,74.598096
92.293681,22,74.653049
129.293869,29,74.730245
87.696532,21,74.789198
77.149827,18,74.834179
100.352892,23,74.894204
82.540935,20,74.946152
